scan_time,symbol,current_price,day_change_pct,52w_low,52w_high,distance_pct,distance_from_high_pct,rsi,sma50,sma200,avg_volume_20,latest_volume,volume_ratio,trend,trend_score,momentum_score,reversal_score,volume_score,risk_penalty,conviction_score,score,reasons,sector,industry,technical_score,technical_reasons,fundamental_scan_time,company_name,sector_yf,industry_yf,market_cap,market_cap_cr,trailing_pe,forward_pe,price_to_book,debt_to_equity,roe,roa,operating_margin,net_profit_margin,gross_margin,revenue_growth,earnings_growth,current_ratio,quick_ratio,total_cash,total_cash_cr,total_debt,total_debt_cr,free_cashflow,free_cashflow_cr,operating_cashflow,operating_cashflow_cr,dividend_yield,beta,sector_bucket,profitability_score,growth_score,balance_sheet_score,cashflow_score,valuation_score,fundamental_risk_penalty,fundamental_score,sector_fundamental_adjustment,sector_adjusted_fundamental_score,fundamental_reasons,fundamental_risks,active_fundamental_score,relative_scan_time,return_1m,return_3m,return_6m,nifty_1m_return,nifty_3m_return,nifty_6m_return,return_vs_nifty_1m,return_vs_nifty_3m,return_vs_nifty_6m,relative_strength_score,relative_strength_reasons,sector_rank,sector_count,sector_rank_pct,sector_score,risk_reasons,final_conviction_score,score_band,range_scan_time,range_status,range_score,range_low,range_high,absolute_range_low,absolute_range_high,range_width_pct,absolute_range_width_pct,current_position_pct,upside_to_range_high_pct,downside_to_range_low_pct,inside_range_pct,lower_touch_days,upper_touch_days,range_stability_score,range_width_score,range_position_score,range_bounce_score,range_quality_risk_score,range_rsi,range_volume_ratio,range_breakdown_buffer_pct,range_breakout_buffer_pct,is_range_breakdown,is_range_breakout,range_reasons
07.09.2026 at 10:01 AM IST,BIOCON,394.95,-0.62,336.65,447.15,17.32,11.67,32.02,420.64,395.6,2463634.5,443594.0,0.18,Bearish,0,8,8,0,15,1,2.87,"Weak but watchable RSI, Within 30% of 52W low, Below 200 DMA risk",Healthcare,Biotechnology,13,"Weak but watchable RSI, Near 52W low zone",06.09.2026 at 01:31 PM IST,Biocon Limited,Healthcare,Biotechnology,647083917312.0,64708.39,116.2,36.11,1.89,42.15,,,6.91,2.86,61.19,10.0,234.6,,,38831001600.0,3883.1,154340999168.0,15434.1,,0.0,,0.0,13.0,0.3,IT_TECH,0.0,15.0,7.0,0.0,9.0,5.0,26.0,0.0,26.0,"Strong earnings growth, Low debt, Forward PE improving",Very high PE,26.0,07.09.2026 at 10:05 AM IST,-7.31,-4.94,-0.1,,,,0,0,0,0,,16.0,148,10.81,36.83,"Below 200 DMA, Low volume participation",2.87,E Avoid,07.09.2026 at 10:07 AM IST,Neutral Range,63.83,358.09,432.8,337.7,447.15,20.86,32.41,49.21,9.61,9.31,80.0,26.0,40.0,87.5,100.0,40.0,50.0,29.7,27.6,0.18,10.27,-8.77,False,False,80.0% closes stayed inside robust range | Range width is 20.9% | Current position is 49.2% inside range | Upside to range high is 9.6% | Downside to range low is 9.3%
07.09.2026 at 10:01 AM IST,INOXGREEN,173.01,-1.19,132.58,279.0,30.49,37.99,46.5,184.03,181.19,1021757.15,53287.0,0.05,Bearish,0,10,0,0,15,0,2.85,"RSI recovering zone, Below 200 DMA risk",Utilities,Utilities - Renewable,12,RSI recovering,06.09.2026 at 01:31 PM IST,Inox Green Energy Services Limited,Utilities,Utilities - Renewable,70863347712.0,7086.33,56.03,,4.05,5.15,,,-3.14,44.54,19.85,-23.0,74.1,,,5045799936.0,504.58,882800000.0,88.28,,0.0,,0.0,,1.36,ENERGY_UTILITIES,6.0,10.0,12.0,0.0,4.0,6.0,26.0,0.0,26.0,"Strong earnings growth, Cash covers debt, Low debt",Negative revenue growth,26.0,07.09.2026 at 10:05 AM IST,-3.82,-3.69,17.77,,,,0,0,0,10,Positive 6M return,6.0,38,15.79,21.69,"Below 200 DMA, Low volume participation, Revenue contraction",2.85,E Avoid,07.09.2026 at 10:07 AM IST,Lower Range Watch,67.58,151.65,199.01,132.58,209.9,31.23,58.32,43.66,15.48,12.0,80.0,15.0,24.0,87.5,50.0,65.0,100.0,29.7,42.61,0.06,13.64,-13.41,False,False,80.0% closes stayed inside robust range | Range width is 31.2% | Current position is 43.7% inside range | Upside to range high is 15.5% | Downside to range low is 12.0% | RSI is in a reasonable range-bound zone
07.09.2026 at 10:01 AM IST,HEADSUP,7.2,-0.14,5.69,12.95,26.54,44.4,57.68,6.87,7.69,12838.3,1586.0,0.12,Bullish,15,20,8,0,15,28,2.85,"Above 50 DMA, Healthy RSI momentum, Within 30% of 52W low, Below 200 DMA risk",Consumer Cyclical,Apparel Retail,35,"Above 50 DMA, Healthy RSI momentum",06.09.2026 at 01:31 PM IST,Heads UP Ventures Limited,Consumer Cyclical,Apparel Retail,156786512.0,15.68,,,1.02,0.0,,,-64.65,-51.48,-50.75,0.0,0.0,,,10328000.0,1.03,0.0,0.0,,0.0,,0.0,,0.56,CONSUMER_DISCRETIONARY,0.0,0.0,3.0,0.0,4.0,10.0,0.0,0.0,0.0,Net cash position,Negative net margin,0.0,07.09.2026 at 10:05 AM IST,2.56,2.86,0.0,,,,0,0,0,18,"Positive 1M return, Positive 3M return",13.0,375,3.47,30.64,"Below 200 DMA, Low volume participation, Negative net margin",2.85,E Avoid,07.09.2026 at 10:07 AM IST,Neutral Range,61.12,6.69,7.45,5.69,8.49,11.43,49.21,66.67,3.54,7.08,81.67,36.0,25.0,91.67,100.0,20.0,85.0,3.0,61.47,0.12,7.62,-3.42,False,False,81.7% closes stayed inside robust range | Range width is 11.4% | Current position is 66.7% inside range | Upside to range high is 3.5% | Downside to range low is 7.1%
07.09.2026 at 10:01 AM IST,HAVISHA,1.4,-0.71,1.03,2.42,35.92,42.15,54.89,1.31,1.53,57838.55,10978.0,0.19,Bullish,15,20,0,0,15,20,2.85,"Above 50 DMA, Healthy RSI momentum, Below 200 DMA risk",Consumer Cyclical,Lodging,35,"Above 50 DMA, Healthy RSI momentum",06.09.2026 at 01:31 PM IST,Sri Havisha Hospitality and Infrastructure Limited,Consumer Cyclical,Lodging,433778752.0,43.38,,,1.85,237.23,,,-19.74,-37.32,38.45,3.3,0.0,,,11668000.0,1.17,486259008.0,48.63,,0.0,,0.0,,0.83,CONSUMER_DISCRETIONARY,0.0,2.0,0.0,0.0,4.0,18.0,0.0,0.0,0.0,,"Negative net margin, Very high debt",0.0,07.09.2026 at 10:05 AM IST,2.14,3.62,-1.38,,,,0,0,0,18,"Positive 1M return, Positive 3M return",13.0,375,3.47,30.64,"Below 200 DMA, Low volume participation, Very high debt, Negative net margin",2.85,E Avoid,07.09.2026 at 10:07 AM IST,Neutral Range,58.37,1.21,1.6,1.03,1.81,32.23,75.73,56.41,11.89,15.38,81.67,21.0,24.0,91.67,50.0,40.0,100.0,3.0,54.76,0.15,18.18,-10.63,False,False,81.7% closes stayed inside robust range | Range width is 32.2% | Current position is 56.4% inside range | Upside to range high is 11.9% | Downside to range low is 15.4% | RSI is in a reasonable range-bound zone
07.09.2026 at 10:01 AM IST,MFML,19.8,6.51,17.3,36.99,14.45,46.47,57.36,19.16,23.05,3008.95,1226.0,0.41,Bullish,15,20,15,0,15,35,2.85,"Above 50 DMA, Healthy RSI momentum, Close to 52W low with recovery potential, Below 200 DMA risk",Consumer Cyclical,Textile Manufacturing,45,"Above 50 DMA, Healthy RSI momentum, Near 52W low zone, Positive day move",06.09.2026 at 01:31 PM IST,Mahalaxmi Fabric Mills Limited,Consumer Cyclical,Textile Manufacturing,199661168.0,19.97,,,0.2,79.12,,,4.64,-1.89,60.1,-9.6,-98.4,,,199012992.0,19.9,772924032.0,77.29,,0.0,,0.0,,0.26,CONSUMER_DISCRETIONARY,0.0,0.0,4.0,0.0,4.0,18.0,0.0,0.0,0.0,,"Negative net margin, Negative revenue growth, Negative earnings growth",0.0,07.09.2026 at 10:05 AM IST,5.21,-14.66,-8.71,,,,0,0,0,8,Positive 1M return,16.0,375,4.27,30.64,"Below 200 DMA, Low volume participation, Negative net margin, Earnings contraction",2.85,E Avoid,07.09.2026 at 10:07 AM IST,Accumulation Zone,68.1,18.67,24.98,17.3,27.0,33.82,56.07,17.95,26.16,5.72,80.83,32.0,33.0,89.58,50.0,90.0,85.0,3.0,57.69,0.41,6.07,-20.74,False,False,80.8% closes stayed inside robust range | Range width is 33.8% | Current position is 17.9% inside range | Upside to range high is 26.2% | Downside to range low is 5.7% | Stock is near lower band
07.09.2026 at 10:01 AM IST,BSL,124.5,0.74,98.0,205.0,27.04,39.27,53.86,125.3,133.38,5085.25,618.0,0.12,Bearish,0,20,8,0,15,13,2.8,"Healthy RSI momentum, Within 30% of 52W low, Below 200 DMA risk",Consumer Cyclical,Textile Manufacturing,25,"Healthy RSI momentum, Positive day move",06.09.2026 at 01:31 PM IST,BSL Limited,Consumer Cyclical,Textile Manufacturing,1274684928.0,127.47,35.08,119.09,1.06,366.35,,,5.73,0.54,42.57,7.4,271.1,,,1506000.0,0.15,4392888832.0,439.29,,0.0,,0.0,66.0,0.55,CONSUMER_DISCRETIONARY,0.0,12.0,0.0,0.0,8.0,13.0,7.0,0.0,7.0,Strong earnings growth,"Very high debt, Forward PE deterioration, Abnormally high dividend yield",7.0,07.09.2026 at 10:05 AM IST,0.4,1.52,-1.93,,,,0,0,0,18,"Positive 1M return, Positive 3M return",13.0,375,3.47,30.64,"Below 200 DMA, Low volume participation, Very high debt",2.8,E Avoid,07.09.2026 at 10:07 AM IST,Accumulation Zone,70.48,120.22,129.04,98.0,147.85,7.34,50.87,21.37,5.68,1.54,80.0,50.0,54.0,87.5,58.42,90.0,90.0,6.13,47.25,0.12,1.57,-5.38,False,False,80.0% closes stayed inside robust range | Range width is 7.3% | Current position is 21.4% inside range | Upside to range high is 5.7% | Downside to range low is 1.5% | Stock is near lower band | RSI is in a reasonable range-bound zone
07.09.2026 at 10:01 AM IST,FOODSIN,57.13,-0.42,44.0,95.59,29.84,40.24,57.33,56.07,60.43,128270.25,17310.0,0.13,Bullish,15,20,8,0,15,28,2.79,"Above 50 DMA, Healthy RSI momentum, Within 30% of 52W low, Below 200 DMA risk",Consumer Defensive,Packaged Foods,35,"Above 50 DMA, Healthy RSI momentum",06.09.2026 at 01:31 PM IST,Foods and Inns Limited,Consumer Defensive,Packaged Foods,4242035712.0,424.2,17.22,7.8,0.73,76.26,,,9.32,3.09,42.34,-33.3,-45.3,,,158382000.0,15.84,4315054080.0,431.51,,0.0,,0.0,52.0,0.79,FMCG_CONSUMER,0.0,0.0,4.0,0.0,15.0,19.0,0.0,0.0,0.0,Forward PE improving,"Negative revenue growth, Negative earnings growth, Abnormally high dividend yield",0.0,07.09.2026 at 10:05 AM IST,6.81,5.93,-4.72,,,,0,0,0,18,"Positive 1M return, Positive 3M return",12.0,138,8.7,30.29,"Below 200 DMA, Low volume participation, Revenue contraction, Earnings contraction",2.79,E Avoid,07.09.2026 at 10:07 AM IST,Lower Range Watch,71.32,53.31,61.79,44.0,67.68,15.91,53.82,44.78,8.2,6.65,80.0,40.0,24.0,87.5,100.0,65.0,85.0,2.98,58.26,0.15,7.12,-7.58,False,False,80.0% closes stayed inside robust range | Range width is 15.9% | Current position is 44.8% inside range | Upside to range high is 8.2% | Downside to range low is 6.7%
07.09.2026 at 10:01 AM IST,DALBHARAT,1727.2,-1.26,1600.31,2484.34,7.93,30.48,34.83,1813.92,1908.17,290552.1,21188.0,0.07,Bearish,0,8,20,0,15,13,2.79,"Weak but watchable RSI, Near 52W low with non-crashing RSI, Below 200 DMA risk",Basic Materials,Building Materials,16,"Weak but watchable RSI, Near 52W low with stable RSI",06.09.2026 at 01:31 PM IST,Dalmia Bharat Limited,Basic Materials,Building Materials,328900870144.0,32890.09,35.14,23.96,1.83,40.99,,,11.41,6.2,61.49,7.0,-52.1,,,53210001408.0,5321.0,74280001536.0,7428.0,,0.0,,0.0,57.0,0.19,CEMENT_REALTY,6.0,2.0,9.0,0.0,11.0,13.0,15.0,4.0,19.0,"Reasonable cash coverage, Low debt, Forward PE improving, Manageable cement/realty debt","Negative earnings growth, Abnormally high dividend yield",19.0,07.09.2026 at 10:05 AM IST,-6.34,7.63,-5.82,,,,0,0,0,10,Positive 3M return,14.0,328,4.27,30.92,"Below 200 DMA, Low volume participation, Earnings contraction",2.79,E Avoid,07.09.2026 at 10:07 AM IST,Accumulation Zone,77.6,1710.95,1963.06,1605.0,2007.6,14.74,25.08,7.28,13.52,1.06,80.0,37.0,21.0,87.5,100.0,100.0,60.0,11.53,36.44,0.08,1.07,-11.91,False,False,80.0% closes stayed inside robust range | Range width is 14.7% | Current position is 7.3% inside range | Upside to range high is 13.5% | Downside to range low is 1.1% | Stock is near lower band | RSI is in a reasonable range-bound zone
07.09.2026 at 10:01 AM IST,HATHWAY,10.49,-0.29,8.76,15.25,19.75,31.21,44.67,10.82,11.13,1482052.05,303617.0,0.2,Bearish,0,8,15,0,15,8,2.7,"Weak but watchable RSI, Close to 52W low with recovery potential, Below 200 DMA risk",Communication Services,Entertainment,13,"Weak but watchable RSI, Near 52W low zone",06.09.2026 at 01:31 PM IST,Hathway Cable and Datacom Limited,Communication Services,Entertainment,18639200256.0,1863.92,25.07,23.4,0.45,0.21,,,0.0,3.47,45.62,6.5,-22.2,,,18132899840.0,1813.29,94500000.0,9.45,,0.0,,0.0,,0.48,TELECOM,0.0,2.0,12.0,0.0,11.0,8.0,17.0,0.0,17.0,"Cash covers debt, Low debt, Forward PE improving",Negative earnings growth,17.0,07.09.2026 at 10:05 AM IST,-3.15,1.16,3.46,,,,0,0,0,20,"Positive 3M return, Positive 6M return",8.0,65,12.31,23.36,"Below 200 DMA, Low volume participation, Earnings contraction",2.7,E Avoid,07.09.2026 at 10:07 AM IST,Accumulation Zone,80.96,10.12,11.35,8.76,12.89,12.19,47.15,28.55,8.41,3.36,80.0,22.0,43.0,87.5,100.0,90.0,100.0,10.59,48.41,0.21,3.48,-7.76,False,False,80.0% closes stayed inside robust range | Range width is 12.2% | Current position is 28.5% inside range | Upside to range high is 8.4% | Downside to range low is 3.4% | Stock is near lower band | RSI is in a reasonable range-bound zone
07.09.2026 at 10:01 AM IST,BANSWRAS,115.25,-1.54,93.01,142.9,23.91,19.35,41.23,123.18,117.42,34942.05,10557.0,0.3,Bearish,0,8,8,0,15,1,2.7,"Weak but watchable RSI, Within 30% of 52W low, Below 200 DMA risk",Consumer Cyclical,Textile Manufacturing,13,"Weak but watchable RSI, Near 52W low zone",06.09.2026 at 01:31 PM IST,Banswara Syntex Limited,Consumer Cyclical,Textile Manufacturing,4005153792.0,400.52,10.77,,0.68,89.72,,,7.17,1.92,56.54,0.3,38.2,,,99251000.0,9.93,5038962176.0,503.9,,0.0,,0.0,99.0,-0.09,CONSUMER_DISCRETIONARY,0.0,10.0,4.0,0.0,12.0,5.0,21.0,0.0,21.0,Strong earnings growth,Abnormally high dividend yield,21.0,07.09.2026 at 10:05 AM IST,-7.2,-8.57,5.52,,,,0,0,0,10,Positive 6M return,15.0,375,4.0,30.64,"Below 200 DMA, Low volume participation",2.7,E Avoid,07.09.2026 at 10:07 AM IST,Accumulation Zone,76.73,109.32,132.43,93.73,144.0,21.14,53.63,25.67,14.9,5.15,80.0,18.0,26.0,87.5,100.0,90.0,70.0,12.4,48.65,0.32,5.43,-12.97,False,False,80.0% closes stayed inside robust range | Range width is 21.1% | Current position is 25.7% inside range | Upside to range high is 14.9% | Downside to range low is 5.1% | Stock is near lower band | RSI is in a reasonable range-bound zone
07.09.2026 at 10:01 AM IST,MAANALU,117.55,-0.3,103.01,184.74,14.12,36.37,44.75,120.2,137.08,55598.4,9178.0,0.17,Bearish,0,8,15,0,15,8,2.69,"Weak but watchable RSI, Close to 52W low with recovery potential, Below 200 DMA risk",Basic Materials,Aluminum,13,"Weak but watchable RSI, Near 52W low zone",06.09.2026 at 01:31 PM IST,Maan Aluminium Limited,Basic Materials,Aluminum,7067416576.0,706.74,49.71,,2.51,19.94,,,1.46,1.62,12.05,9.8,4.0,,,469700000.0,46.97,547900032.0,54.79,,0.0,,0.0,,0.74,METALS_MINING,0.0,7.0,11.0,0.0,6.0,0.0,24.0,4.0,28.0,"Reasonable cash coverage, Low debt, Controlled metal sector debt",,28.0,07.09.2026 at 10:05 AM IST,-5.88,-3.07,-10.49,,,,0,0,0,0,,16.0,328,4.88,30.92,"Below 200 DMA, Low volume participation",2.69,E Avoid,07.09.2026 at 10:07 AM IST,Accumulation Zone,80.96,117.91,144.53,110.4,169.0,22.57,53.08,0.0,22.95,-0.31,80.0,34.0,27.0,87.5,80.0,100.0,90.0,30.54,45.93,0.19,-0.3,-18.67,False,False,80.0% closes stayed inside robust range | Range width is 22.6% | Current position is 0.0% inside range | Upside to range high is 22.9% | Downside to range low is -0.3% | Stock is near lower band | RSI is in a reasonable range-bound zone
07.09.2026 at 10:01 AM IST,BBL,2288.3,-0.04,2025.25,3367.03,12.99,32.04,37.65,2484.8,2599.39,20828.1,2720.0,0.13,Bearish,0,8,15,0,15,8,2.68,"Weak but watchable RSI, Close to 52W low with recovery potential, Below 200 DMA risk",Industrials,Electrical Equipment & Parts,13,"Weak but watchable RSI, Near 52W low zone",06.09.2026 at 01:31 PM IST,Bharat Bijlee Limited,Industrials,Electrical Equipment & Parts,25771114496.0,2577.11,23.05,53.66,1.27,15.12,,,4.2,4.75,23.35,17.7,-29.6,,,2642599936.0,264.26,3066700032.0,306.67,,0.0,,0.0,1.53,0.54,CAPITAL_GOODS_INFRA,0.0,8.0,11.0,0.0,9.0,8.0,20.0,8.0,28.0,"Strong revenue growth, Reasonable cash coverage, Low debt, Strong capital goods revenue growth, Manageable capital goods debt","Negative earnings growth, Forward PE deterioration",28.0,07.09.2026 at 10:05 AM IST,-0.65,-14.13,-2.82,,,,0,0,0,0,,16.0,415,3.86,30.85,"Below 200 DMA, Low volume participation, Earnings contraction",2.68,E Avoid,07.09.2026 at 10:07 AM IST,Accumulation Zone,80.96,2297.04,2859.61,2051.7,3270.0,24.49,59.38,0.0,25.31,-0.66,80.0,32.0,39.0,87.5,80.0,100.0,90.0,30.54,41.0,0.18,-0.65,-20.2,False,False,80.0% closes stayed inside robust range | Range width is 24.5% | Current position is 0.0% inside range | Upside to range high is 25.3% | Downside to range low is -0.7% | Stock is near lower band | RSI is in a reasonable range-bound zone
07.09.2026 at 10:01 AM IST,DMART,3734.1,-0.95,3600.0,4818.0,3.73,22.5,33.33,3971.01,4019.59,414429.25,43076.0,0.1,Bearish,0,8,20,0,15,13,2.64,"Weak but watchable RSI, Near 52W low with non-crashing RSI, Below 200 DMA risk",Consumer Defensive,Discount Stores,16,"Weak but watchable RSI, Near 52W low with stable RSI",06.09.2026 at 01:31 PM IST,Avenue Supermarts Limited,Consumer Defensive,Discount Stores,2458967343104.0,245896.73,79.99,54.71,10.03,9.91,,,6.45,4.29,15.19,14.9,11.4,,,3057799936.0,305.78,24249899008.0,2424.99,,0.0,,0.0,,0.23,GENERAL,0.0,10.0,9.0,0.0,3.0,0.0,22.0,4.0,26.0,"Low debt, Forward PE improving, General low debt support, General growth support",Expensive price-to-book,26.0,07.09.2026 at 10:05 AM IST,-7.92,-6.37,-5.41,,,,0,0,0,0,,16.0,138,11.59,30.29,"Below 200 DMA, Low volume participation",2.64,E Avoid,07.09.2026 at 10:07 AM IST,Accumulation Zone,77.32,3846.34,4466.73,3630.0,4644.0,16.13,27.93,0.0,19.91,-3.25,80.0,32.0,33.0,87.5,100.0,100.0,40.0,29.62,25.29,0.12,-3.15,-16.6,False,False,80.0% closes stayed inside robust range | Range width is 16.1% | Current position is 0.0% inside range | Upside to range high is 19.9% | Downside to range low is -3.3% | Stock is near lower band
07.09.2026 at 10:01 AM IST,GODFRYPHLP,2039.0,-0.59,1805.69,3868.28,12.92,47.29,39.44,2118.36,2218.62,186012.3,25773.0,0.14,Bearish,0,8,15,0,15,8,2.64,"Weak but watchable RSI, Close to 52W low with recovery potential, Below 200 DMA risk",Consumer Defensive,Tobacco,13,"Weak but watchable RSI, Near 52W low zone",06.09.2026 at 01:31 PM IST,Godfrey Phillips India Limited,Consumer Defensive,Tobacco,319918604288.0,31991.86,23.42,18.3,5.15,3.76,,,12.21,22.39,43.61,-18.9,-44.3,,,5983799808.0,598.38,2336800000.0,233.68,,0.0,,0.0,2.44,0.32,FMCG_CONSUMER,9.0,0.0,12.0,0.0,11.0,14.0,18.0,3.0,21.0,"Cash covers debt, Low debt, Forward PE improving, Low debt consumer business","Negative revenue growth, Negative earnings growth",21.0,07.09.2026 at 10:05 AM IST,-9.57,-5.62,0.54,,,,0,0,0,10,Positive 6M return,14.0,138,10.14,30.29,"Below 200 DMA, Low volume participation, Revenue contraction, Earnings contraction",2.64,E Avoid,07.09.2026 at 10:07 AM IST,Accumulation Zone,82.23,2030.71,2314.94,1832.1,2491.7,14.0,36.0,3.16,13.49,0.44,80.0,27.0,39.0,87.5,100.0,100.0,90.0,12.37,39.4,0.14,0.44,-11.89,False,False,80.0% closes stayed inside robust range | Range width is 14.0% | Current position is 3.2% inside range | Upside to range high is 13.5% | Downside to range low is 0.4% | Stock is near lower band | RSI is in a reasonable range-bound zone
07.09.2026 at 10:01 AM IST,ELIN,95.71,0.32,93.65,234.0,2.2,59.1,41.78,100.59,126.52,261159.9,13693.0,0.05,Bearish,0,8,20,0,15,13,2.58,"Weak but watchable RSI, Near 52W low with non-crashing RSI, Below 200 DMA risk",Industrials,Electrical Equipment & Parts,21,"Weak but watchable RSI, Near 52W low with stable RSI, Positive day move",06.09.2026 at 01:31 PM IST,Elin Electronics Limited,Industrials,Electrical Equipment & Parts,4734803456.0,473.48,,,0.82,2.97,,,-0.89,-0.61,23.23,22.8,0.0,,,861000000.0,86.1,165230000.0,16.52,,0.0,,0.0,,0.76,CAPITAL_GOODS_INFRA,0.0,8.0,12.0,0.0,4.0,10.0,14.0,8.0,22.0,"Strong revenue growth, Cash covers debt, Low debt, Strong capital goods revenue growth, Manageable capital goods debt",Negative net margin,22.0,07.09.2026 at 10:05 AM IST,-0.01,-5.85,-21.23,,,,0,0,0,0,,16.0,415,3.86,30.85,"Below 200 DMA, Low volume participation, Negative net margin",2.58,E Avoid,07.09.2026 at 10:07 AM IST,Accumulation Zone,78.3,98.41,121.13,93.65,136.0,23.08,45.22,0.0,26.54,-2.81,80.0,39.0,29.0,87.5,80.0,100.0,90.0,12.8,37.03,0.05,-2.73,-20.97,False,False,80.0% closes stayed inside robust range | Range width is 23.1% | Current position is 0.0% inside range | Upside to range high is 26.5% | Downside to range low is -2.8% | Stock is near lower band | RSI is in a reasonable range-bound zone
07.09.2026 at 10:01 AM IST,CIPLA,1381.2,-0.27,1154.87,1657.45,19.6,16.67,35.32,1437.76,1382.62,692720.3,54446.0,0.08,Bearish,0,8,15,0,15,8,2.57,"Weak but watchable RSI, Close to 52W low with recovery potential, Below 200 DMA risk",Healthcare,Drug Manufacturers - Specialty & Generic,13,"Weak but watchable RSI, Near 52W low zone",06.09.2026 at 01:31 PM IST,Cipla Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1118883938304.0,111888.39,33.22,21.82,3.25,1.78,,,12.55,12.01,63.28,3.5,-39.2,,,100281196544.0,10028.12,6137699840.0,613.77,,0.0,,0.0,94.0,0.08,PHARMA_HEALTHCARE,8.0,2.0,12.0,0.0,11.0,13.0,20.0,-2.0,18.0,"Cash covers debt, Low debt, Forward PE improving, Controlled healthcare debt","Negative earnings growth, Abnormally high dividend yield, Healthcare earnings contraction",18.0,07.09.2026 at 10:05 AM IST,-5.77,-0.02,4.69,,,,0,0,0,10,Positive 6M return,14.0,148,9.46,36.83,"Below 200 DMA, Low volume participation, Earnings contraction",2.57,E Avoid,07.09.2026 at 10:07 AM IST,Neutral Range,57.3,1229.5,1458.92,1165.7,1491.2,18.66,27.92,66.17,5.62,10.99,80.83,21.0,52.0,89.58,100.0,20.0,55.0,11.0,34.67,0.08,12.35,-5.32,False,False,80.8% closes stayed inside robust range | Range width is 18.7% | Current position is 66.2% inside range | Upside to range high is 5.6% | Downside to range low is 11.0%
07.09.2026 at 10:01 AM IST,CESC,148.51,1.37,133.19,197.2,11.51,24.69,38.68,156.89,159.3,1823801.5,470069.0,0.26,Bearish,0,8,15,0,15,8,2.55,"Weak but watchable RSI, Close to 52W low with recovery potential, Below 200 DMA risk",Utilities,Utilities - Regulated Electric,18,"Weak but watchable RSI, Near 52W low zone, Positive day move",06.09.2026 at 01:31 PM IST,CESC Limited,Utilities,Utilities - Regulated Electric,193533280256.0,19353.33,12.45,10.33,1.55,164.31,,,11.78,8.24,38.36,5.4,3.8,,,56710000640.0,5671.0,216710004736.0,21671.0,,0.0,,0.0,4.1,0.37,ENERGY_UTILITIES,6.0,4.0,0.0,0.0,15.0,0.0,25.0,3.0,28.0,"Forward PE improving, Energy dividend support",,28.0,07.09.2026 at 10:05 AM IST,-6.56,-8.46,-0.48,,,,0,0,0,0,,8.0,38,21.05,21.69,"Below 200 DMA, Low volume participation",2.55,E Avoid,07.09.2026 at 10:07 AM IST,Accumulation Zone,80.45,152.25,184.52,143.55,204.5,21.19,42.46,0.0,24.49,-2.72,80.0,27.0,28.0,87.5,100.0,100.0,60.0,30.49,16.14,0.28,-2.65,-19.67,False,False,80.0% closes stayed inside robust range | Range width is 21.2% | Current position is 0.0% inside range | Upside to range high is 24.5% | Downside to range low is -2.7% | Stock is near lower band
07.09.2026 at 10:01 AM IST,VIPCLOTHNG,20.69,2.68,14.05,41.2,47.26,49.78,48.46,21.72,24.6,47539.45,737.0,0.02,Bearish,0,10,0,0,15,0,2.55,"RSI recovering zone, Below 200 DMA risk",Consumer Cyclical,Apparel Manufacturing,17,"RSI recovering, Positive day move",06.09.2026 at 01:31 PM IST,VIP Clothing Limited,Consumer Cyclical,Apparel Manufacturing,1819715072.0,181.97,19.6,,0.94,35.85,,,6.71,3.75,28.28,-1.2,-16.0,,,103653000.0,10.37,696856000.0,69.69,,0.0,,0.0,,0.28,CONSUMER_DISCRETIONARY,0.0,0.0,7.0,0.0,10.0,8.0,9.0,3.0,12.0,"Low debt, Controlled discretionary debt","Negative revenue growth, Negative earnings growth",12.0,07.09.2026 at 10:05 AM IST,2.38,-16.94,9.01,,,,0,0,0,18,"Positive 1M return, Positive 6M return",13.0,375,3.47,30.64,"Below 200 DMA, Low volume participation, Earnings contraction",2.55,E Avoid,07.09.2026 at 10:07 AM IST,Accumulation Zone,76.87,20.15,25.95,14.05,28.0,28.77,99.29,9.33,25.4,2.61,80.0,29.0,25.0,87.5,80.0,100.0,85.0,8.29,57.18,0.02,2.69,-20.25,False,False,80.0% closes stayed inside robust range | Range width is 28.8% | Current position is 9.3% inside range | Upside to range high is 25.4% | Downside to range low is 2.6% | Stock is near lower band
