relative_scan_time,symbol,return_1m,return_3m,return_6m,nifty_1m_return,nifty_3m_return,nifty_6m_return,return_vs_nifty_1m,return_vs_nifty_3m,return_vs_nifty_6m,relative_strength_score,relative_strength_reasons,sector,industry,sector_rank,sector_count,sector_rank_pct
10.09.2026 at 02:35 PM IST,SILINV,5.98,8.05,9.12,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Financial Services,Asset Management,7.0,215,3.26
10.09.2026 at 02:35 PM IST,GANDHAR,11.34,74.28,112.24,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Energy,Oil & Gas Refining & Marketing,1.0,30,3.33
10.09.2026 at 02:35 PM IST,CHEVIOT,3.12,13.59,24.37,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Consumer Cyclical,Textile Manufacturing,7.0,372,1.88
10.09.2026 at 02:35 PM IST,ROLEXRINGS,0.39,23.47,42.29,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Metal Fabrication,2.0,414,0.48
10.09.2026 at 02:35 PM IST,JSWINFRA,-0.98,16.91,32.93,,,,0,0,0,30,"Positive 3M return, Strong 6M absolute return",Industrials,Marine Shipping,9.0,414,2.17
10.09.2026 at 02:35 PM IST,HCG,-4.01,12.51,22.91,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Healthcare,Medical Care Facilities,11.0,147,7.48
10.09.2026 at 02:35 PM IST,HYUNDAI,-1.64,9.57,11.51,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Consumer Cyclical,Auto Manufacturers,12.0,372,3.23
10.09.2026 at 02:35 PM IST,HEALTHX,-1.0,6.11,5.62,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Healthcare,Pharmaceutical Retailers,11.0,147,7.48
10.09.2026 at 02:35 PM IST,IIFLCAPS,0.87,-1.26,13.7,,,,0,0,0,18,"Positive 1M return, Positive 6M return",Financial Services,Capital Markets,12.0,215,5.58
10.09.2026 at 02:35 PM IST,ALLDIGI,-0.66,1.47,8.76,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Industrials,Specialty Business Services,12.0,414,2.9
10.09.2026 at 02:35 PM IST,RPEL,34.41,44.55,154.43,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Chemicals,1.0,326,0.31
10.09.2026 at 02:35 PM IST,VGUARD,-1.63,8.06,4.21,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Industrials,Electrical Equipment & Parts,12.0,414,2.9
10.09.2026 at 02:35 PM IST,JAGRAN,-2.36,-0.62,12.12,,,,0,0,0,10,Positive 6M return,Communication Services,Publishing,11.0,63,17.46
10.09.2026 at 02:35 PM IST,IVC,16.49,15.52,39.29,,,,0,0,0,55,"Strong 1M absolute return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Financial Services,Financial Conglomerates,3.0,215,1.4
10.09.2026 at 02:35 PM IST,SAILIFE,8.75,31.77,57.76,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Healthcare,Diagnostics & Research,2.0,147,1.36
10.09.2026 at 02:35 PM IST,RAJRATAN,-1.49,12.51,31.81,,,,0,0,0,30,"Positive 3M return, Strong 6M absolute return",Basic Materials,Steel,9.0,326,2.76
10.09.2026 at 02:35 PM IST,TEXINFRA,3.73,13.91,24.34,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Real Estate,Real Estate Services,6.0,67,8.96
10.09.2026 at 02:35 PM IST,JKPAPER,7.96,17.76,23.83,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Basic Materials,Paper & Paper Products,7.0,326,2.15
10.09.2026 at 02:35 PM IST,TEXRAIL,10.42,9.66,28.46,,,,0,0,0,45,"Strong 1M absolute return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Industrials,Railroads,5.0,414,1.21
10.09.2026 at 02:35 PM IST,PNBHOUSING,1.91,16.87,52.39,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Financial Services,Mortgage Finance,4.0,215,1.86
10.09.2026 at 02:35 PM IST,SRHHYPOLTD,3.55,3.92,19.68,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Basic Materials,Chemicals,7.0,326,2.15
10.09.2026 at 02:35 PM IST,BLBLIMITED,1.81,0.25,-4.89,,,,0,0,0,18,"Positive 1M return, Positive 3M return",Financial Services,Capital Markets,12.0,215,5.58
10.09.2026 at 02:35 PM IST,PLASTIBLEN,0.69,14.09,46.69,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Specialty Chemicals,4.0,326,1.23
10.09.2026 at 02:35 PM IST,LAXMIINDIA,-5.44,16.89,53.58,,,,0,0,0,30,"Positive 3M return, Strong 6M absolute return",Financial Services,Credit Services,9.0,215,4.19
10.09.2026 at 02:35 PM IST,WABAG,15.72,24.68,78.18,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Engineering & Construction,1.0,414,0.24
10.09.2026 at 02:35 PM IST,NRAIL,15.69,35.65,47.69,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Paper & Paper Products,1.0,326,0.31
10.09.2026 at 02:35 PM IST,AVONMORE,24.89,26.79,3.5,,,,0,0,0,55,"Strong 1M absolute return, Strong 3M absolute return, Positive 6M return, Positive across 1M/3M/6M",Financial Services,Capital Markets,3.0,215,1.4
10.09.2026 at 02:35 PM IST,PALREDTEC,8.34,19.73,71.82,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Unknown,Unknown,3.0,97,3.09
10.09.2026 at 02:35 PM IST,AARTIDRUGS,-0.39,17.74,24.07,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Healthcare,Drug Manufacturers - Specialty & Generic,11.0,147,7.48
10.09.2026 at 02:35 PM IST,ZENITHSTL,11.65,2.03,9.03,,,,0,0,0,45,"Strong 1M absolute return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Basic Materials,Steel,5.0,326,1.53
10.09.2026 at 02:35 PM IST,ZYDUSWELL,11.52,13.57,45.83,,,,0,0,0,55,"Strong 1M absolute return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Defensive,Packaged Foods,3.0,138,2.17
10.09.2026 at 02:35 PM IST,20MICRONS,13.87,16.79,27.61,,,,0,0,0,45,"Strong 1M absolute return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Basic Materials,Other Industrial Metals & Mining,5.0,326,1.53
10.09.2026 at 02:35 PM IST,AAREYDRUGS,12.85,23.96,39.37,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - Specialty & Generic,1.0,147,0.68
10.09.2026 at 02:35 PM IST,SHREEJISPG,8.44,51.63,96.19,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Marine Shipping,2.0,414,0.48
10.09.2026 at 02:35 PM IST,SHREEPUSHK,22.65,27.5,53.54,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Specialty Chemicals,1.0,326,0.31
10.09.2026 at 02:35 PM IST,SHIVALIK,43.78,62.87,32.29,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Unknown,Unknown,1.0,97,1.03
10.09.2026 at 02:35 PM IST,SHAREINDIA,24.52,49.42,55.69,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Financial Services,Capital Markets,1.0,215,0.47
10.09.2026 at 02:35 PM IST,GLAXO,9.42,34.2,17.44,,,,0,0,0,48,"Positive 1M return, Strong 3M absolute return, Positive 6M return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - General,4.0,147,2.72
10.09.2026 at 02:35 PM IST,ELLEN,9.05,31.44,69.32,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Chemicals,2.0,326,0.61
10.09.2026 at 02:35 PM IST,ELGIRUBCO,2.52,17.85,47.23,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Unknown,Unknown,3.0,97,3.09
10.09.2026 at 02:35 PM IST,ELGIEQUIP,8.58,3.67,24.93,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Industrials,Specialty Industrial Machinery,7.0,414,1.69
10.09.2026 at 02:35 PM IST,ELECTCAST,9.06,2.6,1.3,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Industrials,Building Products & Equipment,7.0,414,1.69
10.09.2026 at 02:35 PM IST,ENTERO,23.61,60.28,75.79,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Healthcare,Medical Distribution,1.0,147,0.68
10.09.2026 at 02:35 PM IST,GLAND,-0.63,36.37,82.66,,,,0,0,0,40,"Strong 3M absolute return, Strong 6M absolute return",Healthcare,Drug Manufacturers - Specialty & Generic,6.0,147,4.08
10.09.2026 at 02:35 PM IST,GIPCL,22.22,25.31,52.61,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Utilities,Utilities - Regulated Electric,1.0,38,2.63
10.09.2026 at 02:35 PM IST,GILLANDERS,11.35,12.15,23.28,,,,0,0,0,45,"Strong 1M absolute return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Consumer Defensive,Farm Products,5.0,138,3.62
10.09.2026 at 02:35 PM IST,GHCLTEXTIL,10.91,45.19,81.29,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Textile Manufacturing,1.0,372,0.27
10.09.2026 at 02:35 PM IST,GFLLIMITED,22.19,19.96,31.36,,,,0,0,0,55,"Strong 1M absolute return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Financial Services,Asset Management,3.0,215,1.4
10.09.2026 at 02:35 PM IST,GESHIP,8.45,0.36,-1.81,,,,0,0,0,18,"Positive 1M return, Positive 3M return",Industrials,Marine Shipping,13.0,414,3.14
10.09.2026 at 02:35 PM IST,GNA,3.28,50.57,32.74,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Auto Parts,2.0,372,0.54
10.09.2026 at 02:35 PM IST,GLOBAL,24.12,21.27,18.87,,,,0,0,0,55,"Strong 1M absolute return, Strong 3M absolute return, Positive 6M return, Positive across 1M/3M/6M",Consumer Defensive,Education & Training Services,3.0,138,2.17
10.09.2026 at 02:35 PM IST,ONEPOINT,-3.7,-2.2,26.8,,,,0,0,0,10,Positive 6M return,Industrials,Specialty Business Services,15.0,414,3.62
10.09.2026 at 02:35 PM IST,OMAXE,47.77,61.52,63.85,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Real Estate,Real Estate - Development,1.0,67,1.49
10.09.2026 at 02:35 PM IST,NYKAA,5.94,25.89,36.79,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Internet Retail,2.0,372,0.54
10.09.2026 at 02:35 PM IST,ORIENTHOT,10.64,18.27,60.05,,,,0,0,0,55,"Strong 1M absolute return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Lodging,3.0,372,0.81
10.09.2026 at 02:35 PM IST,ORIENTCER,11.93,18.54,22.81,,,,0,0,0,45,"Strong 1M absolute return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Basic Materials,Specialty Chemicals,5.0,326,1.53
10.09.2026 at 02:35 PM IST,ORCHPHARMA,-4.29,5.92,88.17,,,,0,0,0,30,"Positive 3M return, Strong 6M absolute return",Healthcare,Drug Manufacturers - Specialty & Generic,9.0,147,6.12
10.09.2026 at 02:35 PM IST,PARACABLES,-3.12,3.15,99.43,,,,0,0,0,30,"Positive 3M return, Strong 6M absolute return",Technology,Communication Equipment,8.0,153,5.23
10.09.2026 at 02:35 PM IST,PANAMAPET,1.61,28.99,84.52,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Energy,Oil & Gas Refining & Marketing,2.0,30,6.67
10.09.2026 at 02:35 PM IST,AVALON,14.11,27.33,145.48,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Technology,Electronic Components,1.0,153,0.65
10.09.2026 at 02:35 PM IST,AVADHSUGAR,25.61,79.71,92.44,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Defensive,Confectioners,1.0,138,0.72
10.09.2026 at 02:35 PM IST,AUSOMENT,7.96,33.61,54.21,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Financial Services,Capital Markets,2.0,215,0.93
10.09.2026 at 02:35 PM IST,AUROPHARMA,0.75,13.42,28.02,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - Specialty & Generic,7.0,147,4.76
10.09.2026 at 02:35 PM IST,OSWALSEEDS,49.15,35.45,22.84,,,,0,0,0,55,"Strong 1M absolute return, Strong 3M absolute return, Positive 6M return, Positive across 1M/3M/6M",Basic Materials,Agricultural Inputs,3.0,326,0.92
10.09.2026 at 02:35 PM IST,PAYTM,7.59,54.47,71.66,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Technology,Software - Infrastructure,2.0,153,1.31
10.09.2026 at 02:35 PM IST,YATHARTH,13.7,19.11,45.75,,,,0,0,0,55,"Strong 1M absolute return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Healthcare,Medical Care Facilities,3.0,147,2.04
10.09.2026 at 02:35 PM IST,YUKEN,34.76,58.4,48.65,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Specialty Industrial Machinery,1.0,414,0.24
10.09.2026 at 02:35 PM IST,ASTEC,16.2,-11.43,11.91,,,,0,0,0,25,"Strong 1M absolute return, Positive 6M return",Basic Materials,Agricultural Inputs,11.0,326,3.37
10.09.2026 at 02:35 PM IST,ASKAUTOLTD,-4.25,38.45,53.98,,,,0,0,0,40,"Strong 3M absolute return, Strong 6M absolute return",Consumer Cyclical,Auto Parts,6.0,372,1.61
10.09.2026 at 02:35 PM IST,VSSL,19.72,44.23,65.34,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Steel,1.0,326,0.31
10.09.2026 at 02:35 PM IST,VOLTAMP,9.25,13.82,29.72,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Industrials,Electrical Equipment & Parts,7.0,414,1.69
10.09.2026 at 02:35 PM IST,PARAS,12.92,32.15,112.97,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Aerospace & Defense,1.0,414,0.24
10.09.2026 at 02:35 PM IST,PARADEEP,4.48,25.62,40.95,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Agricultural Inputs,2.0,326,0.61
10.09.2026 at 02:35 PM IST,PFOCUS,16.31,29.16,13.57,,,,0,0,0,55,"Strong 1M absolute return, Strong 3M absolute return, Positive 6M return, Positive across 1M/3M/6M",Communication Services,Entertainment,3.0,63,4.76
10.09.2026 at 02:35 PM IST,PENIND,11.1,11.38,21.39,,,,0,0,0,45,"Strong 1M absolute return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Industrials,Specialty Industrial Machinery,5.0,414,1.21
10.09.2026 at 02:35 PM IST,STYLEBAAZA,11.64,17.81,46.04,,,,0,0,0,55,"Strong 1M absolute return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Apparel Retail,3.0,372,0.81
10.09.2026 at 02:35 PM IST,NORTHARC,8.99,5.04,32.8,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Financial Services,Credit Services,4.0,215,1.86
10.09.2026 at 02:35 PM IST,NOCIL,21.0,22.95,47.24,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Specialty Chemicals,1.0,326,0.31
10.09.2026 at 02:35 PM IST,AZAD,3.94,29.98,85.58,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Specialty Industrial Machinery,2.0,414,0.48
10.09.2026 at 02:35 PM IST,AVTNPL,29.93,26.71,52.68,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Specialty Chemicals,1.0,326,0.31
10.09.2026 at 02:35 PM IST,BALRAMCHIN,16.59,27.81,38.43,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Defensive,Confectioners,1.0,138,0.72
10.09.2026 at 02:35 PM IST,BALPHARMA,17.04,20.67,49.94,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - Specialty & Generic,1.0,147,0.68
10.09.2026 at 02:35 PM IST,SUDARSCHEM,21.63,41.95,50.73,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Specialty Chemicals,1.0,326,0.31
10.09.2026 at 02:35 PM IST,NAHARINDUS,4.19,14.49,44.59,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Textile Manufacturing,4.0,372,1.08
10.09.2026 at 02:35 PM IST,NAHARCAP,-1.5,3.13,17.99,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Financial Services,Capital Markets,11.0,215,5.12
10.09.2026 at 02:35 PM IST,SUVEN,9.21,33.78,164.04,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - Specialty & Generic,2.0,147,1.36
10.09.2026 at 02:35 PM IST,SURAKSHA,22.95,23.91,28.07,,,,0,0,0,55,"Strong 1M absolute return, Strong 3M absolute return, Positive 6M return, Positive across 1M/3M/6M",Healthcare,Diagnostics & Research,3.0,147,2.04
10.09.2026 at 02:35 PM IST,SUPRIYA,11.13,-3.31,57.66,,,,0,0,0,35,"Strong 1M absolute return, Strong 6M absolute return",Healthcare,Biotechnology,8.0,147,5.44
10.09.2026 at 02:35 PM IST,NDL,24.79,11.88,17.27,,,,0,0,0,45,"Strong 1M absolute return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Consumer Cyclical,Textile Manufacturing,5.0,372,1.34
10.09.2026 at 02:35 PM IST,NAZARA,5.35,30.98,53.57,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Communication Services,Electronic Gaming & Multimedia,2.0,63,3.17
10.09.2026 at 02:35 PM IST,NIACL,9.26,23.03,47.84,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Financial Services,Insurance - Diversified,2.0,215,0.93
10.09.2026 at 02:35 PM IST,NEULANDLAB,5.55,39.56,89.31,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - Specialty & Generic,2.0,147,1.36
10.09.2026 at 02:35 PM IST,NITIRAJ,7.92,18.34,2.11,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Technology,Scientific & Technical Instruments,7.0,153,4.58
10.09.2026 at 02:35 PM IST,NITINSPIN,20.11,17.9,79.23,,,,0,0,0,55,"Strong 1M absolute return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Textile Manufacturing,3.0,372,0.81
10.09.2026 at 02:35 PM IST,BALAMINES,12.41,14.02,136.55,,,,0,0,0,55,"Strong 1M absolute return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Specialty Chemicals,3.0,326,0.92
10.09.2026 at 02:35 PM IST,BAJAJHIND,20.83,7.45,31.95,,,,0,0,0,55,"Strong 1M absolute return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Defensive,Confectioners,3.0,138,2.17
10.09.2026 at 02:35 PM IST,NIRLON,-0.45,2.35,,,,,0,0,0,10,Positive 3M return,Real Estate,Real Estate Services,11.0,67,16.42
10.09.2026 at 02:35 PM IST,NILKAMAL,10.9,63.51,59.72,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,"Furnishings, Fixtures & Appliances",1.0,372,0.27
10.09.2026 at 02:35 PM IST,NPST,11.97,4.33,67.85,,,,0,0,0,55,"Strong 1M absolute return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Technology,Software - Application,3.0,153,1.96
10.09.2026 at 02:35 PM IST,STYL,-6.53,35.16,55.95,,,,0,0,0,40,"Strong 3M absolute return, Strong 6M absolute return",Technology,Software - Infrastructure,6.0,153,3.92
10.09.2026 at 02:35 PM IST,STOVEKRAFT,6.19,28.36,54.5,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,"Furnishings, Fixtures & Appliances",2.0,372,0.54
10.09.2026 at 02:35 PM IST,STLNETWORK,29.64,23.01,87.92,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Communication Services,Telecom Services,1.0,63,1.59
10.09.2026 at 02:35 PM IST,STEELXIND,14.85,7.05,53.56,,,,0,0,0,55,"Strong 1M absolute return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Steel,3.0,326,0.92
10.09.2026 at 02:35 PM IST,PIRAMALFIN,11.1,14.87,32.37,,,,0,0,0,55,"Strong 1M absolute return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Financial Services,Credit Services,3.0,215,1.4
