range_scan_time,symbol,range_status,range_score,range_low,range_high,absolute_range_low,absolute_range_high,range_width_pct,absolute_range_width_pct,current_position_pct,upside_to_range_high_pct,downside_to_range_low_pct,inside_range_pct,lower_touch_days,upper_touch_days,range_stability_score,range_width_score,range_position_score,range_bounce_score,range_quality_risk_score,range_rsi,range_volume_ratio,range_breakdown_buffer_pct,range_breakout_buffer_pct,is_range_breakdown,is_range_breakout,range_reasons
26.05.2026 at 04:05 PM IST,TIL,Wide / Volatile Range,50.0,186.12,271.26,161.25,300.2,45.74,86.17,13.78,37.1,5.93,80.0,18,27,87.5,20.0,100,100,2.44,35.18,0.73,6.31,-27.06,False,False,80.0% closes stayed inside robust range | Range width is 45.7% | Current position is 13.8% inside range | Upside to range high is 37.1% | Downside to range low is 5.9% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,INDOUS,Accumulation Zone,66.16,101.74,136.78,96.05,159.0,34.44,65.54,0.0,36.89,-1.82,80.0,29,16,87.5,50.0,100,50,11.88,22.36,0.75,-1.79,-26.95,False,False,80.0% closes stayed inside robust range | Range width is 34.4% | Current position is 0.0% inside range | Upside to range high is 36.9% | Downside to range low is -1.8% | Stock is near lower band
26.05.2026 at 04:05 PM IST,LAXMICOT,Wide / Volatile Range,50.0,13.04,19.86,11.7,24.44,52.32,108.89,21.4,36.99,10.07,80.83,20,16,89.58,20.0,90,75,2.4,57.52,1.43,11.2,-27.0,False,False,80.8% closes stayed inside robust range | Range width is 52.3% | Current position is 21.4% inside range | Upside to range high is 37.0% | Downside to range low is 10.1% | Stock is near lower band
26.05.2026 at 04:05 PM IST,PNC,Wide / Volatile Range,50.0,19.09,27.02,16.0,30.49,41.57,90.56,0.0,45.35,-2.67,80.0,18,27,87.5,20.0,100,50,10.48,23.99,1.31,-2.6,-31.2,False,False,80.0% closes stayed inside robust range | Range width is 41.6% | Current position is 0.0% inside range | Upside to range high is 45.4% | Downside to range low is -2.7% | Stock is near lower band
26.05.2026 at 04:05 PM IST,TCPLPACK,Lower Range Watch,66.4,2421.3,3031.17,2200.0,3168.3,25.19,44.01,30.78,16.18,7.19,80.0,19,28,87.5,80.0,65,75,6.85,33.95,0.66,7.75,-13.93,False,False,80.0% closes stayed inside robust range | Range width is 25.2% | Current position is 30.8% inside range | Upside to range high is 16.2% | Downside to range low is 7.2%
26.05.2026 at 04:05 PM IST,SHALPAINTS,Wide / Volatile Range,50.0,47.57,67.29,35.21,76.9,41.45,118.4,21.66,29.8,8.24,80.0,16,15,87.5,20.0,90,100,3.67,45.74,0.74,8.98,-22.96,False,False,80.0% closes stayed inside robust range | Range width is 41.5% | Current position is 21.7% inside range | Upside to range high is 29.8% | Downside to range low is 8.2% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,ZEEMEDIA,Lower Range Watch,69.24,7.36,9.39,6.65,10.35,27.6,55.64,32.0,17.24,8.11,80.83,16,23,89.58,80.0,65,90,7.27,41.28,0.86,8.83,-14.71,False,False,80.8% closes stayed inside robust range | Range width is 27.6% | Current position is 32.0% inside range | Upside to range high is 17.2% | Downside to range low is 8.1% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,SGIL,Neutral Range,65.79,490.76,553.29,420.0,612.95,12.74,45.94,59.4,4.81,7.04,80.0,37,33,87.5,100.0,40,90,2.75,41.97,0.3,7.57,-4.59,False,False,80.0% closes stayed inside robust range | Range width is 12.7% | Current position is 59.4% inside range | Upside to range high is 4.8% | Downside to range low is 7.0% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,INDOCO,Accumulation Zone,66.66,192.97,239.51,162.19,270.0,24.12,66.47,0.34,24.01,0.08,80.0,25,21,87.5,80.0,100,18,7.22,31.45,1.5,0.08,-19.36,False,False,80.0% closes stayed inside robust range | Range width is 24.1% | Current position is 0.3% inside range | Upside to range high is 24.0% | Downside to range low is 0.1% | Stock is near lower band
26.05.2026 at 04:05 PM IST,SHK,Wide / Volatile Range,50.0,124.8,175.93,111.98,186.82,40.97,66.83,18.9,30.84,7.19,80.0,18,20,87.5,20.0,90,90,10.82,40.44,0.62,7.74,-23.57,False,False,80.0% closes stayed inside robust range | Range width is 41.0% | Current position is 18.9% inside range | Upside to range high is 30.8% | Downside to range low is 7.2% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,AARTECH,Lower Range Watch,69.6,40.56,51.69,33.51,58.0,27.45,73.08,38.2,15.35,9.49,80.0,17,23,87.5,80.0,65,100,3.15,44.85,0.77,10.48,-13.31,False,False,80.0% closes stayed inside robust range | Range width is 27.4% | Current position is 38.2% inside range | Upside to range high is 15.4% | Downside to range low is 9.5% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,CLEDUCATE,Wide / Volatile Range,50.0,42.19,84.34,35.48,88.78,99.93,150.23,9.14,83.19,8.37,80.0,15,30,87.5,20.0,100,70,27.49,68.79,0.55,9.14,-45.41,False,False,80.0% closes stayed inside robust range | Range width is 99.9% | Current position is 9.1% inside range | Upside to range high is 83.2% | Downside to range low is 8.4% | Stock is near lower band
26.05.2026 at 04:05 PM IST,DTIL,Accumulation Zone,72.56,127.91,160.96,102.0,166.0,25.84,62.75,24.41,18.37,5.93,80.0,18,31,87.5,80.0,90,75,6.26,30.2,1.11,6.31,-15.52,False,False,80.0% closes stayed inside robust range | Range width is 25.8% | Current position is 24.4% inside range | Upside to range high is 18.4% | Downside to range low is 5.9% | Stock is near lower band
26.05.2026 at 04:05 PM IST,EMKAY,Accumulation Zone,71.31,210.04,286.63,186.0,308.15,36.47,65.67,12.95,30.31,4.51,80.0,19,19,87.5,50.0,100,90,6.26,42.93,0.53,4.72,-23.26,False,False,80.0% closes stayed inside robust range | Range width is 36.5% | Current position is 13.0% inside range | Upside to range high is 30.3% | Downside to range low is 4.5% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,DGCONTENT,Lower Range Watch,59.63,24.02,32.61,21.61,38.8,35.74,79.55,28.02,23.38,9.1,80.0,16,35,87.5,50.0,90,27,8.06,14.77,2.97,10.01,-18.95,False,False,80.0% closes stayed inside robust range | Range width is 35.7% | Current position is 28.0% inside range | Upside to range high is 23.4% | Downside to range low is 9.1% | Stock is near lower band
26.05.2026 at 04:05 PM IST,BLAL,Neutral Range,64.81,169.38,206.11,155.5,214.98,21.69,38.25,50.61,9.65,9.89,80.0,18,39,87.5,100.0,40,80,6.26,45.05,0.3,10.98,-8.8,False,False,80.0% closes stayed inside robust range | Range width is 21.7% | Current position is 50.6% inside range | Upside to range high is 9.7% | Downside to range low is 9.9% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,CTE,Wide / Volatile Range,50.0,24.78,40.38,20.51,46.53,62.97,126.86,46.72,25.92,22.73,80.0,14,26,87.5,20.0,40,100,2.19,44.51,0.73,29.42,-20.59,False,False,80.0% closes stayed inside robust range | Range width is 63.0% | Current position is 46.7% inside range | Upside to range high is 25.9% | Downside to range low is 22.7% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,MAXIND,Accumulation Zone,65.12,145.08,190.29,120.0,210.99,31.17,75.83,15.01,25.31,4.47,80.0,22,24,87.5,50.0,90,60,11.63,39.5,0.87,4.68,-20.2,False,False,80.0% closes stayed inside robust range | Range width is 31.2% | Current position is 15.0% inside range | Upside to range high is 25.3% | Downside to range low is 4.5% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,BVCL,Neutral Range,62.22,38.77,45.89,31.2,54.9,18.36,75.96,56.28,7.27,9.36,80.0,21,28,87.5,100.0,40,65,3.98,33.98,0.7,10.33,-6.78,False,False,80.0% closes stayed inside robust range | Range width is 18.4% | Current position is 56.3% inside range | Upside to range high is 7.3% | Downside to range low is 9.4%
26.05.2026 at 04:05 PM IST,AWHCL,Lower Range Watch,66.85,430.72,526.83,372.5,605.0,22.31,62.42,41.39,11.97,8.45,80.0,20,34,87.5,80.0,65,75,9.81,31.34,0.76,9.24,-10.69,False,False,80.0% closes stayed inside robust range | Range width is 22.3% | Current position is 41.4% inside range | Upside to range high is 12.0% | Downside to range low is 8.5%
26.05.2026 at 04:05 PM IST,RUSTOMJEE,Accumulation Zone,72.47,389.53,535.96,358.8,549.95,37.59,53.27,7.36,33.89,2.69,80.0,39,30,87.5,50.0,100,100,3.96,50.41,0.25,2.76,-25.31,False,False,80.0% closes stayed inside robust range | Range width is 37.6% | Current position is 7.4% inside range | Upside to range high is 33.9% | Downside to range low is 2.7% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,SHREDIGCEM,Wide / Volatile Range,50.0,63.28,91.0,53.9,92.99,43.8,72.52,31.77,26.23,12.22,80.0,17,35,87.5,20.0,65,100,2.13,39.06,0.63,13.92,-20.78,False,False,80.0% closes stayed inside robust range | Range width is 43.8% | Current position is 31.8% inside range | Upside to range high is 26.2% | Downside to range low is 12.2% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,MAHAPEXLTD,Wide / Volatile Range,50.0,49.85,105.83,44.43,117.89,112.28,165.34,1.6,108.52,1.77,80.0,24,18,87.5,20.0,100,100,10.67,40.14,0.76,1.8,-52.04,False,False,80.0% closes stayed inside robust range | Range width is 112.3% | Current position is 1.6% inside range | Upside to range high is 108.5% | Downside to range low is 1.8% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,TVVISION,Wide / Volatile Range,50.0,5.23,8.27,4.65,12.4,58.16,166.67,3.94,54.62,2.24,80.83,36,13,89.58,20.0,100,100,2.11,49.44,0.29,2.29,-35.32,False,False,80.8% closes stayed inside robust range | Range width is 58.2% | Current position is 3.9% inside range | Upside to range high is 54.6% | Downside to range low is 2.2% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,BEARDSELL,Accumulation Zone,76.24,23.52,30.12,20.02,31.8,28.08,58.84,14.87,22.94,4.01,80.0,18,33,87.5,80.0,100,83,6.11,37.2,1.76,4.18,-18.66,False,False,80.0% closes stayed inside robust range | Range width is 28.1% | Current position is 14.9% inside range | Upside to range high is 22.9% | Downside to range low is 4.0% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,UFLEX,Accumulation Zone,72.2,393.37,488.18,330.0,530.0,24.1,60.61,19.49,18.53,4.49,80.0,24,32,87.5,80.0,90,75,3.85,31.94,0.3,4.7,-15.63,False,False,80.0% closes stayed inside robust range | Range width is 24.1% | Current position is 19.5% inside range | Upside to range high is 18.5% | Downside to range low is 4.5% | Stock is near lower band
26.05.2026 at 04:05 PM IST,SESHAPAPER,Accumulation Zone,74.53,229.98,271.22,211.59,293.11,17.93,38.53,6.97,16.48,1.23,80.0,35,38,87.5,100.0,100,40,11.04,23.42,0.46,1.25,-14.15,False,False,80.0% closes stayed inside robust range | Range width is 17.9% | Current position is 7.0% inside range | Upside to range high is 16.5% | Downside to range low is 1.2% | Stock is near lower band
26.05.2026 at 04:05 PM IST,RAJOOENG,Accumulation Zone,82.37,55.85,69.6,46.0,81.0,24.64,76.09,10.93,21.37,2.62,80.0,26,20,87.5,80.0,100,100,29.99,45.26,0.26,2.69,-17.61,False,False,80.0% closes stayed inside robust range | Range width is 24.6% | Current position is 10.9% inside range | Upside to range high is 21.4% | Downside to range low is 2.6% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,NDGL,Accumulation Zone,76.2,2471.3,2928.42,2100.0,3528.0,18.5,68.0,27.3,12.8,4.81,80.0,32,22,87.5,100.0,90,75,3.84,32.54,0.82,5.05,-11.35,False,False,80.0% closes stayed inside robust range | Range width is 18.5% | Current position is 27.3% inside range | Upside to range high is 12.8% | Downside to range low is 4.8% | Stock is near lower band
26.05.2026 at 04:05 PM IST,ARIHANTSUP,Wide / Volatile Range,50.0,220.0,329.42,188.8,353.8,49.73,87.39,34.68,27.7,14.71,80.0,15,19,87.5,20.0,65,100,3.39,41.58,0.18,17.25,-21.69,False,False,80.0% closes stayed inside robust range | Range width is 49.7% | Current position is 34.7% inside range | Upside to range high is 27.7% | Downside to range low is 14.7% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,TVSHLTD,Accumulation Zone,77.6,13635.0,15061.1,13071.0,15800.0,10.46,20.88,0.0,11.12,-0.6,80.0,38,36,87.5,100.0,100,60,11.48,28.41,0.54,-0.59,-10.01,False,False,80.0% closes stayed inside robust range | Range width is 10.5% | Current position is 0.0% inside range | Upside to range high is 11.1% | Downside to range low is -0.6% | Stock is near lower band
26.05.2026 at 04:05 PM IST,INDIGO,Accumulation Zone,79.68,4236.06,5102.85,3895.2,5936.5,20.46,52.41,28.24,13.88,5.46,80.0,30,31,87.5,100.0,90,100,2.01,47.66,0.61,5.78,-12.19,False,False,80.0% closes stayed inside robust range | Range width is 20.5% | Current position is 28.2% inside range | Upside to range high is 13.9% | Downside to range low is 5.5% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,WIPL,Accumulation Zone,79.37,145.57,158.44,133.1,178.99,8.84,34.48,5.97,8.27,0.52,80.0,49,37,87.5,100.0,100,75,8.31,34.73,0.76,0.53,-7.64,False,False,80.0% closes stayed inside robust range | Range width is 8.8% | Current position is 6.0% inside range | Upside to range high is 8.3% | Downside to range low is 0.5% | Stock is near lower band
26.05.2026 at 04:05 PM IST,ABCOTS,Wide / Volatile Range,50.0,223.57,419.38,206.1,456.0,87.58,121.25,0.0,87.8,-0.12,80.0,20,68,87.5,20.0,100,100,9.2,52.19,0.52,-0.12,-46.75,False,False,80.0% closes stayed inside robust range | Range width is 87.6% | Current position is 0.0% inside range | Upside to range high is 87.8% | Downside to range low is -0.1% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,GLOBALVECT,Lower Range Watch,67.92,156.64,199.28,129.0,213.0,27.22,65.12,33.6,16.56,8.38,80.0,18,33,87.5,80.0,65,90,2.0,40.02,0.56,9.15,-14.21,False,False,80.0% closes stayed inside robust range | Range width is 27.2% | Current position is 33.6% inside range | Upside to range high is 16.6% | Downside to range low is 8.4% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,URJA,Neutral Range,55.18,8.98,11.51,8.0,13.19,28.19,64.87,64.84,8.38,15.45,80.0,20,25,87.5,80.0,20,80,2.0,38.91,0.79,18.28,-7.73,False,False,80.0% closes stayed inside robust range | Range width is 28.2% | Current position is 64.8% inside range | Upside to range high is 8.4% | Downside to range low is 15.5% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,HLVLTD,Lower Range Watch,68.26,7.35,9.49,5.6,10.25,29.16,83.04,32.45,18.0,8.64,80.0,16,20,87.5,80.0,65,90,4.25,37.55,0.78,9.46,-15.25,False,False,80.0% closes stayed inside robust range | Range width is 29.2% | Current position is 32.4% inside range | Upside to range high is 18.0% | Downside to range low is 8.6% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,WEALTH,Neutral Range,65.74,823.28,990.64,774.95,1055.0,20.33,36.14,47.75,9.68,8.85,80.0,22,23,87.5,100.0,40,90,2.45,39.48,0.76,9.71,-8.83,False,False,80.0% closes stayed inside robust range | Range width is 20.3% | Current position is 47.8% inside range | Upside to range high is 9.7% | Downside to range low is 8.8% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,AGRITECH,Wide / Volatile Range,50.0,106.36,152.26,92.52,187.19,43.15,102.32,3.76,40.86,1.6,80.0,30,23,87.5,20.0,100,93,2.0,40.22,1.81,1.62,-29.01,False,False,80.0% closes stayed inside robust range | Range width is 43.2% | Current position is 3.8% inside range | Upside to range high is 40.9% | Downside to range low is 1.6% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,TOUCHWOOD,Wide / Volatile Range,50.0,69.66,103.98,63.0,113.0,49.27,79.37,0.0,51.11,-1.24,80.0,26,32,87.5,20.0,100,45,5.95,30.18,1.37,-1.22,-33.83,False,False,80.0% closes stayed inside robust range | Range width is 49.3% | Current position is 0.0% inside range | Upside to range high is 51.1% | Downside to range low is -1.2% | Stock is near lower band
26.05.2026 at 04:05 PM IST,CAMLINFINE,Wide / Volatile Range,50.0,106.46,160.79,96.21,192.0,51.03,99.56,27.79,32.27,12.42,80.0,16,18,87.5,20.0,90,65,1.0,31.51,1.01,14.18,-24.4,False,False,80.0% closes stayed inside robust range | Range width is 51.0% | Current position is 27.8% inside range | Upside to range high is 32.3% | Downside to range low is 12.4% | Stock is near lower band
26.05.2026 at 04:05 PM IST,UTKARSHBNK,Neutral Range,57.7,11.97,15.23,10.12,16.66,27.24,64.62,46.92,12.82,11.33,80.83,15,28,89.58,80.0,40,60,2.0,21.0,0.46,12.78,-11.36,False,False,80.8% closes stayed inside robust range | Range width is 27.2% | Current position is 46.9% inside range | Upside to range high is 12.8% | Downside to range low is 11.3%
26.05.2026 at 04:05 PM IST,RHL,Lower Range Watch,70.42,172.62,209.55,160.98,243.7,21.39,51.39,33.31,13.32,6.65,80.0,25,17,87.5,100.0,65,80,2.0,54.29,0.63,7.13,-11.75,False,False,80.0% closes stayed inside robust range | Range width is 21.4% | Current position is 33.3% inside range | Upside to range high is 13.3% | Downside to range low is 6.7% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,RADIOCITY,Lower Range Watch,71.92,5.6,6.63,4.5,7.02,18.47,56.0,44.78,9.42,7.64,80.0,15,32,87.5,100.0,65,90,2.0,48.33,0.63,8.27,-8.61,False,False,80.0% closes stayed inside robust range | Range width is 18.5% | Current position is 44.8% inside range | Upside to range high is 9.4% | Downside to range low is 7.6% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,SELMC,Lower Range Watch,73.42,28.54,32.87,26.33,40.24,15.16,52.83,34.56,9.42,4.98,80.0,35,28,87.5,100.0,65,100,2.0,44.07,0.89,5.24,-8.61,False,False,80.0% closes stayed inside robust range | Range width is 15.2% | Current position is 34.6% inside range | Upside to range high is 9.4% | Downside to range low is 5.0% | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,TRIDENT,Accumulation Zone,73.19,23.84,27.66,21.98,30.94,16.02,40.76,15.89,13.14,2.48,80.0,26,28,87.5,100.0,90,50,8.75,25.95,0.68,2.55,-11.61,False,False,80.0% closes stayed inside robust range | Range width is 16.0% | Current position is 15.9% inside range | Upside to range high is 13.1% | Downside to range low is 2.5% | Stock is near lower band
26.05.2026 at 04:05 PM IST,SHREEPUSHK,Neutral Range,56.68,306.98,391.83,272.45,423.0,27.64,55.26,60.84,9.27,14.4,80.0,19,26,87.5,80.0,20,90,2.0,40.54,0.81,16.82,-8.48,False,False,80.0% closes stayed inside robust range | Range width is 27.6% | Current position is 60.8% inside range | Upside to range high is 9.3% | Downside to range low is 14.4% | RSI is in a reasonable range-bound zone
