performance_scan_time,signal_date,days_passed,horizon_bucket,symbol,sector,industry,sector_bucket,signal_type,signal_direction,signal_strength,entry_price,latest_price,return_pct,is_success,result_status,entry_final_score,latest_final_score,entry_technical_score,latest_technical_score,entry_fundamental_score,latest_fundamental_score,entry_active_fundamental_score,latest_active_fundamental_score,entry_relative_strength_score,latest_relative_strength_score,entry_risk_penalty,latest_risk_penalty,entry_rsi,latest_rsi,entry_score_band,latest_score_band,entry_range_status,latest_range_status,entry_range_score,latest_range_score,entry_current_position_pct,latest_current_position_pct
20.07.2026 at 01:08 PM IST,2026-07-17,3,3D,RVNL,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,52W Low Opportunity,Bullish,Normal,225.44,225.27,-0.08,False,Neutral,0.0,0.0,16.0,16.0,4.0,4.0,7.0,7.0,0.0,0.0,15.0,15.0,34.99,34.82,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,67.4,67.4,0.0,0.0
20.07.2026 at 01:08 PM IST,2026-07-17,3,3D,RVNL,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Range Accumulation Zone,Bullish,Normal,225.44,225.27,-0.08,False,Neutral,0.0,0.0,16.0,16.0,4.0,4.0,7.0,7.0,0.0,0.0,15.0,15.0,34.99,34.82,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,67.4,67.4,0.0,0.0
20.07.2026 at 01:08 PM IST,2026-07-17,3,3D,RVNL,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,225.44,225.27,-0.08,True,Neutral,0.0,0.0,16.0,16.0,4.0,4.0,7.0,7.0,0.0,0.0,15.0,15.0,34.99,34.82,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,67.4,67.4,0.0,0.0
20.07.2026 at 01:08 PM IST,2026-07-17,3,3D,IRCON,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,52W Low Opportunity,Bullish,Normal,129.33,129.1,-0.18,False,Neutral,0.0,0.0,13.0,13.0,16.0,16.0,19.0,19.0,0.0,0.0,15.0,15.0,39.47,39.01,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,76.46,76.46,10.06,9.25
20.07.2026 at 01:08 PM IST,2026-07-17,3,3D,IRCON,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Range Accumulation Zone,Bullish,Normal,129.33,129.1,-0.18,False,Neutral,0.0,0.0,13.0,13.0,16.0,16.0,19.0,19.0,0.0,0.0,15.0,15.0,39.47,39.01,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,76.46,76.46,10.06,9.25
20.07.2026 at 01:08 PM IST,2026-07-17,3,3D,IRCON,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,129.33,129.1,-0.18,True,Neutral,0.0,0.0,13.0,13.0,16.0,16.0,19.0,19.0,0.0,0.0,15.0,15.0,39.47,39.01,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,76.46,76.46,10.06,9.25
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,CYIENTDLM,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Near 52W High Momentum,Bullish,Normal,586.9,593.35,1.1,True,Neutral,49.32,43.66,67.0,52.0,26.0,24.0,32.0,30.0,65.0,65.0,0.0,0.0,75.37,74.22,C Neutral,D Weak,Wide / Volatile Range,Wide / Volatile Range,50.0,44.94,100.0,100.0
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,CYIENTDLM,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Relative Strength Leader,Bullish,Normal,586.9,593.35,1.1,True,Neutral,49.32,43.66,67.0,52.0,26.0,24.0,32.0,30.0,65.0,65.0,0.0,0.0,75.37,74.22,C Neutral,D Weak,Wide / Volatile Range,Wide / Volatile Range,50.0,44.94,100.0,100.0
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,HAL,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Near 52W High Momentum,Bullish,Normal,4433.8,4476.8,0.97,True,Neutral,48.32,43.86,55.0,60.0,51.0,51.0,57.0,57.0,38.0,20.0,0.0,0.0,53.08,55.98,C Neutral,D Weak,Profit Booking Zone,Profit Booking Zone,63.76,65.03,86.36,93.29
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,HAL,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Range Profit Booking Zone,Bearish,Normal,4433.8,4476.8,0.97,False,Neutral,48.32,43.86,55.0,60.0,51.0,51.0,57.0,57.0,38.0,20.0,0.0,0.0,53.08,55.98,C Neutral,D Weak,Profit Booking Zone,Profit Booking Zone,63.76,65.03,86.36,93.29
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,ICICIBANK,Financial Services,Banks - Regional,BANK,Near 52W High Momentum,Bullish,Normal,1418.2,1451.2,2.33,True,Working,44.11,46.11,70.0,62.0,38.0,38.0,49.0,49.0,18.0,38.0,0.0,0.0,65.61,72.05,D Weak,C Neutral,Profit Booking Zone,Profit Booking Zone,64.5,62.35,100.0,100.0
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,ICICIBANK,Financial Services,Banks - Regional,BANK,Range Profit Booking Zone,Bearish,Normal,1418.2,1451.2,2.33,False,False Warning,44.11,46.11,70.0,62.0,38.0,38.0,49.0,49.0,18.0,38.0,0.0,0.0,65.61,72.05,D Weak,C Neutral,Profit Booking Zone,Profit Booking Zone,64.5,62.35,100.0,100.0
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,ZENTEC,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Near 52W High Momentum,Bullish,Normal,1809.6,1737.1,-4.01,False,Failing,42.27,34.31,50.0,23.0,47.0,47.0,49.0,49.0,30.0,30.0,0.0,0.0,50.99,43.83,D Weak,E Avoid,Profit Booking Zone,Profit Booking Zone,55.15,51.73,98.06,83.04
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,ZENTEC,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Range Profit Booking Zone,Bearish,Normal,1809.6,1737.1,-4.01,True,Correct Warning,42.27,34.31,50.0,23.0,47.0,47.0,49.0,49.0,30.0,30.0,0.0,0.0,50.99,43.83,D Weak,E Avoid,Profit Booking Zone,Profit Booking Zone,55.15,51.73,98.06,83.04
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,BLS,Industrials,Specialty Business Services,CAPITAL_GOODS_INFRA,52W Low Opportunity,Bullish,Normal,238.0,234.45,-1.49,False,Neutral,32.87,0.0,31.0,16.0,94.0,0.0,100.0,0.0,0.0,0.0,15.0,15.0,36.86,34.13,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,87.65,76.92,0.0,0.0
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,BLS,Industrials,Specialty Business Services,CAPITAL_GOODS_INFRA,Swing Candidate,Bullish,Normal,238.0,234.45,-1.49,False,Neutral,32.87,0.0,31.0,16.0,94.0,0.0,100.0,0.0,0.0,0.0,15.0,15.0,36.86,34.13,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,87.65,76.92,0.0,0.0
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,BLS,Industrials,Specialty Business Services,CAPITAL_GOODS_INFRA,Strong Fundamentals,Bullish,Normal,238.0,234.45,-1.49,False,Neutral,32.87,0.0,31.0,16.0,94.0,0.0,100.0,0.0,0.0,0.0,15.0,15.0,36.86,34.13,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,87.65,76.92,0.0,0.0
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,BLS,Industrials,Specialty Business Services,CAPITAL_GOODS_INFRA,Range Accumulation Zone,Bullish,Normal,238.0,234.45,-1.49,False,Neutral,32.87,0.0,31.0,16.0,94.0,0.0,100.0,0.0,0.0,0.0,15.0,15.0,36.86,34.13,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,87.65,76.92,0.0,0.0
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,BLS,Industrials,Specialty Business Services,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,238.0,234.45,-1.49,True,Neutral,32.87,0.0,31.0,16.0,94.0,0.0,100.0,0.0,0.0,0.0,15.0,15.0,36.86,34.13,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,87.65,76.92,0.0,0.0
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,GRSE,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,2590.8,2561.9,-1.12,True,Neutral,31.92,11.96,23.0,8.0,41.0,41.0,53.0,53.0,10.0,10.0,0.0,15.0,40.08,37.63,E Avoid,E Avoid,Neutral Range,Neutral Range,68.13,60.63,52.03,46.1
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,INFY,Technology,Information Technology Services,IT_TECH,52W Low Opportunity,Bullish,Normal,1082.4,1088.0,0.52,True,Neutral,31.41,32.35,30.0,25.0,82.0,82.0,96.0,96.0,0.0,8.0,15.0,15.0,50.25,51.16,E Avoid,E Avoid,Wide / Volatile Range,Accumulation Zone,50.0,78.1,4.13,6.98
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,INFY,Technology,Information Technology Services,IT_TECH,Strong Fundamentals,Bullish,Normal,1082.4,1088.0,0.52,True,Neutral,31.41,32.35,30.0,25.0,82.0,82.0,96.0,96.0,0.0,8.0,15.0,15.0,50.25,51.16,E Avoid,E Avoid,Wide / Volatile Range,Accumulation Zone,50.0,78.1,4.13,6.98
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,INFY,Technology,Information Technology Services,IT_TECH,Avoid / Risky,Bearish,High,1082.4,1088.0,0.52,False,Neutral,31.41,32.35,30.0,25.0,82.0,82.0,96.0,96.0,0.0,8.0,15.0,15.0,50.25,51.16,E Avoid,E Avoid,Wide / Volatile Range,Accumulation Zone,50.0,78.1,4.13,6.98
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,RITES,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Strong Fundamentals,Bullish,Normal,219.37,218.69,-0.31,False,Neutral,29.57,30.86,35.0,45.0,71.0,71.0,82.0,82.0,8.0,8.0,15.0,15.0,51.61,51.05,E Avoid,E Avoid,Profit Booking Zone,Profit Booking Zone,62.51,64.08,80.29,78.78
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,RITES,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Range Profit Booking Zone,Bearish,Normal,219.37,218.69,-0.31,True,Neutral,29.57,30.86,35.0,45.0,71.0,71.0,82.0,82.0,8.0,8.0,15.0,15.0,51.61,51.05,E Avoid,E Avoid,Profit Booking Zone,Profit Booking Zone,62.51,64.08,80.29,78.78
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,RITES,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,219.37,218.69,-0.31,True,Neutral,29.57,30.86,35.0,45.0,71.0,71.0,82.0,82.0,8.0,8.0,15.0,15.0,51.61,51.05,E Avoid,E Avoid,Profit Booking Zone,Profit Booking Zone,62.51,64.08,80.29,78.78
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,TITAGARH,Industrials,Railroads,CAPITAL_GOODS_INFRA,Near 52W High Momentum,Bullish,Normal,875.75,855.85,-2.27,False,Failing,28.27,22.56,60.0,42.0,7.0,7.0,9.0,9.0,20.0,20.0,0.0,0.0,54.32,48.62,E Avoid,E Avoid,Profit Booking Zone,Profit Booking Zone,50.97,47.67,98.54,90.24
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,TITAGARH,Industrials,Railroads,CAPITAL_GOODS_INFRA,Range Profit Booking Zone,Bearish,Normal,875.75,855.85,-2.27,True,Correct Warning,28.27,22.56,60.0,42.0,7.0,7.0,9.0,9.0,20.0,20.0,0.0,0.0,54.32,48.62,E Avoid,E Avoid,Profit Booking Zone,Profit Booking Zone,50.97,47.67,98.54,90.24
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,TITAGARH,Industrials,Railroads,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,875.75,855.85,-2.27,True,Correct Warning,28.27,22.56,60.0,42.0,7.0,7.0,9.0,9.0,20.0,20.0,0.0,0.0,54.32,48.62,E Avoid,E Avoid,Profit Booking Zone,Profit Booking Zone,50.97,47.67,98.54,90.24
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,ITC,Consumer Defensive,Tobacco,FMCG_CONSUMER,52W Low Opportunity,Bullish,Normal,279.35,282.85,1.25,True,Neutral,23.47,24.95,21.0,25.0,70.0,70.0,82.0,82.0,0.0,0.0,15.0,15.0,38.96,46.27,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,85.94,91.27,0.0,3.11
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,ITC,Consumer Defensive,Tobacco,FMCG_CONSUMER,Strong Fundamentals,Bullish,Normal,279.35,282.85,1.25,True,Neutral,23.47,24.95,21.0,25.0,70.0,70.0,82.0,82.0,0.0,0.0,15.0,15.0,38.96,46.27,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,85.94,91.27,0.0,3.11
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,ITC,Consumer Defensive,Tobacco,FMCG_CONSUMER,Range Accumulation Zone,Bullish,Normal,279.35,282.85,1.25,True,Neutral,23.47,24.95,21.0,25.0,70.0,70.0,82.0,82.0,0.0,0.0,15.0,15.0,38.96,46.27,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,85.94,91.27,0.0,3.11
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,ITC,Consumer Defensive,Tobacco,FMCG_CONSUMER,Avoid / Risky,Bearish,High,279.35,282.85,1.25,False,Neutral,23.47,24.95,21.0,25.0,70.0,70.0,82.0,82.0,0.0,0.0,15.0,15.0,38.96,46.27,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,85.94,91.27,0.0,3.11
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,AXISBANK,Financial Services,Banks - Regional,BANK,Avoid / Risky,Bearish,High,1307.6,1251.6,-4.28,True,Correct Warning,22.31,0.0,23.0,28.0,21.0,17.0,26.0,22.0,10.0,0.0,0.0,20.0,43.27,33.58,E Avoid,E Avoid,Neutral Range,Accumulation Zone,65.3,73.31,53.93,12.97
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,TCS,Technology,Information Technology Services,IT_TECH,52W Low Opportunity,Bullish,Normal,2201.0,2256.8,2.54,True,Working,18.61,36.1,45.0,40.0,38.0,82.0,43.0,96.0,8.0,8.0,15.0,15.0,57.91,62.0,E Avoid,D Weak,Wide / Volatile Range,Accumulation Zone,50.0,75.8,12.23,23.89
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,TCS,Technology,Information Technology Services,IT_TECH,Avoid / Risky,Bearish,High,2201.0,2256.8,2.54,False,False Warning,18.61,36.1,45.0,40.0,38.0,82.0,43.0,96.0,8.0,8.0,15.0,15.0,57.91,62.0,E Avoid,D Weak,Wide / Volatile Range,Accumulation Zone,50.0,75.8,12.23,23.89
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,SBIN,Unknown,Unknown,,Near 52W High Momentum,Bullish,Normal,1031.2,1046.0,1.44,True,Neutral,18.61,33.41,55.0,55.0,0.0,26.0,0.0,32.0,10.0,18.0,0.0,0.0,52.38,57.56,E Avoid,E Avoid,Accumulation Zone,Lower Range Watch,75.6,73.79,27.97,34.54
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,SBIN,Unknown,Unknown,,Range Accumulation Zone,Bullish,Normal,1031.2,1046.0,1.44,True,Neutral,18.61,33.41,55.0,55.0,0.0,26.0,0.0,32.0,10.0,18.0,0.0,0.0,52.38,57.56,E Avoid,E Avoid,Accumulation Zone,Lower Range Watch,75.6,73.79,27.97,34.54
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,SBIN,Unknown,Unknown,,Avoid / Risky,Bearish,High,1031.2,1046.0,1.44,False,Neutral,18.61,33.41,55.0,55.0,0.0,26.0,0.0,32.0,10.0,18.0,0.0,0.0,52.38,57.56,E Avoid,E Avoid,Accumulation Zone,Lower Range Watch,75.6,73.79,27.97,34.54
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,BEL,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,52W Low Opportunity,Bullish,Normal,407.1,407.05,-0.01,False,Neutral,17.17,15.96,13.0,13.0,62.0,62.0,68.0,68.0,0.0,0.0,15.0,15.0,43.88,44.18,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,88.42,88.35,0.0,0.0
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,BEL,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Strong Fundamentals,Bullish,Normal,407.1,407.05,-0.01,False,Neutral,17.17,15.96,13.0,13.0,62.0,62.0,68.0,68.0,0.0,0.0,15.0,15.0,43.88,44.18,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,88.42,88.35,0.0,0.0
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,BEL,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Range Accumulation Zone,Bullish,Normal,407.1,407.05,-0.01,False,Neutral,17.17,15.96,13.0,13.0,62.0,62.0,68.0,68.0,0.0,0.0,15.0,15.0,43.88,44.18,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,88.42,88.35,0.0,0.0
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,BEL,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,407.1,407.05,-0.01,True,Neutral,17.17,15.96,13.0,13.0,62.0,62.0,68.0,68.0,0.0,0.0,15.0,15.0,43.88,44.18,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,88.42,88.35,0.0,0.0
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,RAILTEL,Communication Services,Telecom Services,TELECOM,Strong Fundamentals,Bullish,Normal,301.8,294.3,-2.49,False,Failing,17.08,16.58,13.0,13.0,63.0,63.0,70.0,70.0,0.0,0.0,15.0,15.0,41.83,36.36,E Avoid,E Avoid,Neutral Range,Lower Range Watch,66.55,72.77,46.2,34.5
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,RAILTEL,Communication Services,Telecom Services,TELECOM,Avoid / Risky,Bearish,High,301.8,294.3,-2.49,True,Correct Warning,17.08,16.58,13.0,13.0,63.0,63.0,70.0,70.0,0.0,0.0,15.0,15.0,41.83,36.36,E Avoid,E Avoid,Neutral Range,Lower Range Watch,66.55,72.77,46.2,34.5
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,HDFCBANK,Financial Services,Banks - Regional,BANK,52W Low Opportunity,Bullish,Normal,808.3,779.5,-3.56,False,Failing,16.01,11.31,40.0,36.0,28.0,26.0,33.0,31.0,18.0,10.0,15.0,15.0,55.95,43.58,E Avoid,E Avoid,Lower Range Watch,Accumulation Zone,70.99,76.11,33.01,16.6
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,HDFCBANK,Financial Services,Banks - Regional,BANK,Range Accumulation Zone,Bullish,Normal,808.3,779.5,-3.56,False,Failing,16.01,11.31,40.0,36.0,28.0,26.0,33.0,31.0,18.0,10.0,15.0,15.0,55.95,43.58,E Avoid,E Avoid,Lower Range Watch,Accumulation Zone,70.99,76.11,33.01,16.6
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,HDFCBANK,Financial Services,Banks - Regional,BANK,Avoid / Risky,Bearish,High,808.3,779.5,-3.56,True,Correct Warning,16.01,11.31,40.0,36.0,28.0,26.0,33.0,31.0,18.0,10.0,15.0,15.0,55.95,43.58,E Avoid,E Avoid,Lower Range Watch,Accumulation Zone,70.99,76.11,33.01,16.6
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,KAYNES,Technology,Electronic Components,IT_TECH,52W Low Opportunity,Bullish,Normal,3438.8,3367.8,-2.06,False,Failing,14.46,10.9,55.0,40.0,24.0,24.0,24.0,24.0,8.0,8.0,15.0,15.0,57.49,53.4,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,69.8,67.37,29.25,22.46
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,KAYNES,Technology,Electronic Components,IT_TECH,Range Accumulation Zone,Bullish,Normal,3438.8,3367.8,-2.06,False,Failing,14.46,10.9,55.0,40.0,24.0,24.0,24.0,24.0,8.0,8.0,15.0,15.0,57.49,53.4,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,69.8,67.37,29.25,22.46
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,KAYNES,Technology,Electronic Components,IT_TECH,Avoid / Risky,Bearish,High,3438.8,3367.8,-2.06,True,Correct Warning,14.46,10.9,55.0,40.0,24.0,24.0,24.0,24.0,8.0,8.0,15.0,15.0,57.49,53.4,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,69.8,67.37,29.25,22.46
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,RELIANCE,Energy,Oil & Gas Refining & Marketing,ENERGY_UTILITIES,52W Low Opportunity,Bullish,Normal,1296.6,1328.5,2.46,True,Working,14.2,10.63,30.0,48.0,38.0,19.0,45.0,22.0,0.0,8.0,15.0,15.0,46.82,56.7,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,87.23,79.99,0.0,22.56
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,RELIANCE,Energy,Oil & Gas Refining & Marketing,ENERGY_UTILITIES,Range Accumulation Zone,Bullish,Normal,1296.6,1328.5,2.46,True,Working,14.2,10.63,30.0,48.0,38.0,19.0,45.0,22.0,0.0,8.0,15.0,15.0,46.82,56.7,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,87.23,79.99,0.0,22.56
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,RELIANCE,Energy,Oil & Gas Refining & Marketing,ENERGY_UTILITIES,Avoid / Risky,Bearish,High,1296.6,1328.5,2.46,False,False Warning,14.2,10.63,30.0,48.0,38.0,19.0,45.0,22.0,0.0,8.0,15.0,15.0,46.82,56.7,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,87.23,79.99,0.0,22.56
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,MAZDOCK,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,52W Low Opportunity,Bullish,Normal,2361.3,2336.0,-1.07,False,Neutral,12.27,11.06,13.0,13.0,42.0,42.0,54.0,54.0,0.0,0.0,15.0,15.0,38.97,36.7,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,83.21,80.9,23.11,15.99
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,MAZDOCK,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Range Accumulation Zone,Bullish,Normal,2361.3,2336.0,-1.07,False,Neutral,12.27,11.06,13.0,13.0,42.0,42.0,54.0,54.0,0.0,0.0,15.0,15.0,38.97,36.7,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,83.21,80.9,23.11,15.99
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,MAZDOCK,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,2361.3,2336.0,-1.07,True,Neutral,12.27,11.06,13.0,13.0,42.0,42.0,54.0,54.0,0.0,0.0,15.0,15.0,38.97,36.7,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,83.21,80.9,23.11,15.99
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,LT,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Swing Candidate,Bullish,Normal,3775.6,3826.2,1.34,True,Neutral,9.22,0.0,19.0,18.0,35.0,0.0,41.0,0.0,0.0,10.0,15.0,15.0,29.53,35.94,E Avoid,E Avoid,Accumulation Zone,Lower Range Watch,74.68,67.42,23.11,32.23
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,LT,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Range Accumulation Zone,Bullish,Normal,3775.6,3826.2,1.34,True,Neutral,9.22,0.0,19.0,18.0,35.0,0.0,41.0,0.0,0.0,10.0,15.0,15.0,29.53,35.94,E Avoid,E Avoid,Accumulation Zone,Lower Range Watch,74.68,67.42,23.11,32.23
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,LT,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,3775.6,3826.2,1.34,False,Neutral,9.22,0.0,19.0,18.0,35.0,0.0,41.0,0.0,0.0,10.0,15.0,15.0,29.53,35.94,E Avoid,E Avoid,Accumulation Zone,Lower Range Watch,74.68,67.42,23.11,32.23
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,KOTAKBANK,Financial Services,Banks - Regional,BANK,52W Low Opportunity,Bullish,Normal,377.15,380.35,0.85,True,Neutral,4.46,4.31,16.0,22.0,25.0,16.0,30.0,21.0,0.0,10.0,15.0,15.0,41.1,45.64,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,79.18,79.82,13.38,20.19
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,KOTAKBANK,Financial Services,Banks - Regional,BANK,Range Accumulation Zone,Bullish,Normal,377.15,380.35,0.85,True,Neutral,4.46,4.31,16.0,22.0,25.0,16.0,30.0,21.0,0.0,10.0,15.0,15.0,41.1,45.64,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,79.18,79.82,13.38,20.19
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,KOTAKBANK,Financial Services,Banks - Regional,BANK,Avoid / Risky,Bearish,High,377.15,380.35,0.85,False,Neutral,4.46,4.31,16.0,22.0,25.0,16.0,30.0,21.0,0.0,10.0,15.0,15.0,41.1,45.64,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,79.18,79.82,13.38,20.19
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,IRFC,Financial Services,Credit Services,FINANCIAL,52W Low Opportunity,Bullish,Normal,88.41,88.28,-0.15,False,Neutral,4.11,3.11,16.0,16.0,25.0,25.0,29.0,29.0,0.0,0.0,15.0,15.0,35.04,34.65,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,77.35,79.55,0.0,0.0
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,IRFC,Financial Services,Credit Services,FINANCIAL,Range Accumulation Zone,Bullish,Normal,88.41,88.28,-0.15,False,Neutral,4.11,3.11,16.0,16.0,25.0,25.0,29.0,29.0,0.0,0.0,15.0,15.0,35.04,34.65,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,77.35,79.55,0.0,0.0
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,IRFC,Financial Services,Credit Services,FINANCIAL,Avoid / Risky,Bearish,High,88.41,88.28,-0.15,True,Neutral,4.11,3.11,16.0,16.0,25.0,25.0,29.0,29.0,0.0,0.0,15.0,15.0,35.04,34.65,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,77.35,79.55,0.0,0.0
20.07.2026 at 01:08 PM IST,2026-07-16,4,3D,COCHINSHIP,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Range Accumulation Zone,Bullish,Normal,1406.9,1400.7,-0.44,False,Neutral,2.82,1.61,13.0,13.0,24.0,24.0,27.0,27.0,0.0,0.0,15.0,15.0,41.81,40.88,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,80.9,78.83,15.27,13.2
