performance_scan_time,signal_date,days_passed,horizon_bucket,symbol,sector,industry,sector_bucket,signal_type,signal_direction,signal_strength,entry_price,latest_price,return_pct,is_success,result_status,entry_final_score,latest_final_score,entry_technical_score,latest_technical_score,entry_fundamental_score,latest_fundamental_score,entry_active_fundamental_score,latest_active_fundamental_score,entry_relative_strength_score,latest_relative_strength_score,entry_risk_penalty,latest_risk_penalty,entry_rsi,latest_rsi,entry_score_band,latest_score_band,entry_range_status,latest_range_status,entry_range_score,latest_range_score,entry_current_position_pct,latest_current_position_pct
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,TCS,Technology,Information Technology Services,IT_TECH,52W Low Opportunity,Bullish,Normal,2059.6,2256.8,9.57,True,Working,30.55,36.1,21.0,40.0,86.0,82.0,100.0,96.0,0.0,8.0,15.0,15.0,32.32,62.0,E Avoid,D Weak,Wide / Volatile Range,Accumulation Zone,50.0,75.8,0.0,23.89
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,TCS,Technology,Information Technology Services,IT_TECH,Swing Candidate,Bullish,Normal,2059.6,2256.8,9.57,True,Working,30.55,36.1,21.0,40.0,86.0,82.0,100.0,96.0,0.0,8.0,15.0,15.0,32.32,62.0,E Avoid,D Weak,Wide / Volatile Range,Accumulation Zone,50.0,75.8,0.0,23.89
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,TCS,Technology,Information Technology Services,IT_TECH,Strong Fundamentals,Bullish,Normal,2059.6,2256.8,9.57,True,Working,30.55,36.1,21.0,40.0,86.0,82.0,100.0,96.0,0.0,8.0,15.0,15.0,32.32,62.0,E Avoid,D Weak,Wide / Volatile Range,Accumulation Zone,50.0,75.8,0.0,23.89
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,TCS,Technology,Information Technology Services,IT_TECH,Avoid / Risky,Bearish,High,2059.6,2256.8,9.57,False,False Warning,30.55,36.1,21.0,40.0,86.0,82.0,100.0,96.0,0.0,8.0,15.0,15.0,32.32,62.0,E Avoid,D Weak,Wide / Volatile Range,Accumulation Zone,50.0,75.8,0.0,23.89
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,RITES,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Strong Fundamentals,Bullish,Normal,209.17,218.69,4.55,True,Working,30.5,30.86,25.0,45.0,71.0,71.0,82.0,82.0,18.0,8.0,15.0,15.0,51.02,51.05,E Avoid,E Avoid,Neutral Range,Profit Booking Zone,72.81,64.08,45.93,78.78
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,RITES,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,209.17,218.69,4.55,False,False Warning,30.5,30.86,25.0,45.0,71.0,71.0,82.0,82.0,18.0,8.0,15.0,15.0,51.02,51.05,E Avoid,E Avoid,Neutral Range,Profit Booking Zone,72.81,64.08,45.93,78.78
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,INFY,Technology,Information Technology Services,IT_TECH,52W Low Opportunity,Bullish,Normal,1029.3,1088.0,5.7,True,Working,29.15,32.35,21.0,25.0,82.0,82.0,96.0,96.0,0.0,8.0,15.0,15.0,32.15,51.16,E Avoid,E Avoid,Wide / Volatile Range,Accumulation Zone,50.0,78.1,0.0,6.98
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,INFY,Technology,Information Technology Services,IT_TECH,Swing Candidate,Bullish,Normal,1029.3,1088.0,5.7,True,Working,29.15,32.35,21.0,25.0,82.0,82.0,96.0,96.0,0.0,8.0,15.0,15.0,32.15,51.16,E Avoid,E Avoid,Wide / Volatile Range,Accumulation Zone,50.0,78.1,0.0,6.98
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,INFY,Technology,Information Technology Services,IT_TECH,Strong Fundamentals,Bullish,Normal,1029.3,1088.0,5.7,True,Working,29.15,32.35,21.0,25.0,82.0,82.0,96.0,96.0,0.0,8.0,15.0,15.0,32.15,51.16,E Avoid,E Avoid,Wide / Volatile Range,Accumulation Zone,50.0,78.1,0.0,6.98
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,INFY,Technology,Information Technology Services,IT_TECH,Avoid / Risky,Bearish,High,1029.3,1088.0,5.7,False,False Warning,29.15,32.35,21.0,25.0,82.0,82.0,96.0,96.0,0.0,8.0,15.0,15.0,32.15,51.16,E Avoid,E Avoid,Wide / Volatile Range,Accumulation Zone,50.0,78.1,0.0,6.98
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,ITC,Consumer Defensive,Tobacco,FMCG_CONSUMER,52W Low Opportunity,Bullish,Normal,290.0,282.85,-2.47,False,Failing,27.95,24.95,28.0,25.0,70.0,70.0,82.0,82.0,10.0,0.0,15.0,15.0,50.83,46.27,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,85.43,91.27,4.53,3.11
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,ITC,Consumer Defensive,Tobacco,FMCG_CONSUMER,Strong Fundamentals,Bullish,Normal,290.0,282.85,-2.47,False,Failing,27.95,24.95,28.0,25.0,70.0,70.0,82.0,82.0,10.0,0.0,15.0,15.0,50.83,46.27,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,85.43,91.27,4.53,3.11
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,ITC,Consumer Defensive,Tobacco,FMCG_CONSUMER,Range Accumulation Zone,Bullish,Normal,290.0,282.85,-2.47,False,Failing,27.95,24.95,28.0,25.0,70.0,70.0,82.0,82.0,10.0,0.0,15.0,15.0,50.83,46.27,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,85.43,91.27,4.53,3.11
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,ITC,Consumer Defensive,Tobacco,FMCG_CONSUMER,Avoid / Risky,Bearish,High,290.0,282.85,-2.47,True,Correct Warning,27.95,24.95,28.0,25.0,70.0,70.0,82.0,82.0,10.0,0.0,15.0,15.0,50.83,46.27,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,85.43,91.27,4.53,3.11
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,MAZDOCK,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,2506.7,2336.0,-6.81,True,Correct Warning,26.95,11.06,30.0,13.0,42.0,42.0,54.0,54.0,38.0,0.0,15.0,15.0,53.54,36.7,E Avoid,E Avoid,Neutral Range,Accumulation Zone,65.73,80.9,64.03,15.99
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,RAILTEL,Communication Services,Telecom Services,TELECOM,Strong Fundamentals,Bullish,Normal,318.45,294.3,-7.58,False,Failing,26.52,16.58,30.0,13.0,63.0,63.0,70.0,70.0,20.0,0.0,15.0,15.0,50.87,36.36,E Avoid,E Avoid,Neutral Range,Lower Range Watch,65.04,72.77,61.12,34.5
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,RAILTEL,Communication Services,Telecom Services,TELECOM,Avoid / Risky,Bearish,High,318.45,294.3,-7.58,True,Correct Warning,26.52,16.58,30.0,13.0,63.0,63.0,70.0,70.0,20.0,0.0,15.0,15.0,50.87,36.36,E Avoid,E Avoid,Neutral Range,Lower Range Watch,65.04,72.77,61.12,34.5
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,BDL,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,1390.6,1251.2,-10.02,True,Correct Warning,23.75,1.61,45.0,13.0,25.0,25.0,27.0,27.0,48.0,0.0,15.0,15.0,65.89,37.56,E Avoid,E Avoid,Neutral Range,Accumulation Zone,59.52,74.83,60.27,24.24
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,ICICIBANK,Financial Services,Banks - Regional,BANK,52W Low Opportunity,Bullish,Normal,1338.3,1451.2,8.44,True,Working,21.92,46.11,40.0,62.0,38.0,38.0,49.0,49.0,18.0,38.0,15.0,0.0,61.95,72.05,E Avoid,C Neutral,Neutral Range,Profit Booking Zone,67.88,62.35,57.97,100.0
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,ICICIBANK,Financial Services,Banks - Regional,BANK,Near 52W High Momentum,Bullish,Normal,1338.3,1451.2,8.44,True,Working,21.92,46.11,40.0,62.0,38.0,38.0,49.0,49.0,18.0,38.0,15.0,0.0,61.95,72.05,E Avoid,C Neutral,Neutral Range,Profit Booking Zone,67.88,62.35,57.97,100.0
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,ICICIBANK,Financial Services,Banks - Regional,BANK,Avoid / Risky,Bearish,High,1338.3,1451.2,8.44,False,False Warning,21.92,46.11,40.0,62.0,38.0,38.0,49.0,49.0,18.0,38.0,15.0,0.0,61.95,72.05,E Avoid,C Neutral,Neutral Range,Profit Booking Zone,67.88,62.35,57.97,100.0
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,HDFCBANK,Financial Services,Banks - Regional,BANK,52W Low Opportunity,Bullish,Normal,774.65,779.5,0.63,True,Neutral,17.07,11.31,43.0,36.0,28.0,26.0,33.0,31.0,18.0,10.0,15.0,15.0,56.95,43.58,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,78.3,76.11,12.86,16.6
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,HDFCBANK,Financial Services,Banks - Regional,BANK,Range Accumulation Zone,Bullish,Normal,774.65,779.5,0.63,True,Neutral,17.07,11.31,43.0,36.0,28.0,26.0,33.0,31.0,18.0,10.0,15.0,15.0,56.95,43.58,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,78.3,76.11,12.86,16.6
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,HDFCBANK,Financial Services,Banks - Regional,BANK,Avoid / Risky,Bearish,High,774.65,779.5,0.63,False,Neutral,17.07,11.31,43.0,36.0,28.0,26.0,33.0,31.0,18.0,10.0,15.0,15.0,56.95,43.58,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,78.3,76.11,12.86,16.6
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,KOTAKBANK,Financial Services,Banks - Regional,BANK,Near 52W High Momentum,Bullish,Normal,401.65,380.35,-5.3,False,Failing,14.57,4.31,40.0,22.0,23.0,16.0,28.0,21.0,18.0,10.0,15.0,15.0,60.97,45.64,E Avoid,E Avoid,Neutral Range,Accumulation Zone,66.08,79.82,55.28,20.19
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,KOTAKBANK,Financial Services,Banks - Regional,BANK,Avoid / Risky,Bearish,High,401.65,380.35,-5.3,True,Correct Warning,14.57,4.31,40.0,22.0,23.0,16.0,28.0,21.0,18.0,10.0,15.0,15.0,60.97,45.64,E Avoid,E Avoid,Neutral Range,Accumulation Zone,66.08,79.82,55.28,20.19
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,COCHINSHIP,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Range Accumulation Zone,Bullish,Normal,1483.6,1400.7,-5.59,False,Failing,13.0,1.61,40.0,13.0,24.0,24.0,27.0,27.0,10.0,0.0,15.0,15.0,50.22,40.88,E Avoid,E Avoid,Lower Range Watch,Accumulation Zone,77.13,78.83,40.91,13.2
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,COCHINSHIP,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,1483.6,1400.7,-5.59,True,Correct Warning,13.0,1.61,40.0,13.0,24.0,24.0,27.0,27.0,10.0,0.0,15.0,15.0,50.22,40.88,E Avoid,E Avoid,Lower Range Watch,Accumulation Zone,77.13,78.83,40.91,13.2
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,RELIANCE,Energy,Oil & Gas Refining & Marketing,ENERGY_UTILITIES,52W Low Opportunity,Bullish,Normal,1309.5,1328.5,1.45,True,Neutral,11.7,10.63,20.0,48.0,38.0,19.0,45.0,22.0,0.0,8.0,15.0,15.0,47.04,56.7,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,86.58,79.99,0.0,22.56
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,RELIANCE,Energy,Oil & Gas Refining & Marketing,ENERGY_UTILITIES,Range Accumulation Zone,Bullish,Normal,1309.5,1328.5,1.45,True,Neutral,11.7,10.63,20.0,48.0,38.0,19.0,45.0,22.0,0.0,8.0,15.0,15.0,47.04,56.7,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,86.58,79.99,0.0,22.56
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,RELIANCE,Energy,Oil & Gas Refining & Marketing,ENERGY_UTILITIES,Avoid / Risky,Bearish,High,1309.5,1328.5,1.45,False,Neutral,11.7,10.63,20.0,48.0,38.0,19.0,45.0,22.0,0.0,8.0,15.0,15.0,47.04,56.7,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,86.58,79.99,0.0,22.56
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,IRFC,Financial Services,Credit Services,FINANCIAL,52W Low Opportunity,Bullish,Normal,98.67,88.28,-10.53,False,Failing,10.42,3.11,30.0,16.0,25.0,25.0,29.0,29.0,10.0,0.0,15.0,15.0,50.85,34.65,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,79.18,79.55,13.85,0.0
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,IRFC,Financial Services,Credit Services,FINANCIAL,Range Accumulation Zone,Bullish,Normal,98.67,88.28,-10.53,False,Failing,10.42,3.11,30.0,16.0,25.0,25.0,29.0,29.0,10.0,0.0,15.0,15.0,50.85,34.65,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,79.18,79.55,13.85,0.0
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,IRFC,Financial Services,Credit Services,FINANCIAL,Avoid / Risky,Bearish,High,98.67,88.28,-10.53,True,Correct Warning,10.42,3.11,30.0,16.0,25.0,25.0,29.0,29.0,10.0,0.0,15.0,15.0,50.85,34.65,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,79.18,79.55,13.85,0.0
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,IRCON,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Range Accumulation Zone,Bullish,Normal,136.45,129.1,-5.39,False,Failing,6.95,0.0,27.0,13.0,16.0,16.0,19.0,19.0,10.0,0.0,15.0,15.0,45.96,39.01,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,75.82,76.46,26.78,9.25
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,IRCON,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,136.45,129.1,-5.39,True,Correct Warning,6.95,0.0,27.0,13.0,16.0,16.0,19.0,19.0,10.0,0.0,15.0,15.0,45.96,39.01,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,75.82,76.46,26.78,9.25
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,KAYNES,Technology,Electronic Components,IT_TECH,52W Low Opportunity,Bullish,Normal,3216.9,3367.8,4.69,True,Working,3.7,10.9,20.0,40.0,24.0,24.0,24.0,24.0,0.0,8.0,15.0,15.0,46.24,53.4,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,70.99,67.37,5.06,22.46
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,KAYNES,Technology,Electronic Components,IT_TECH,Range Accumulation Zone,Bullish,Normal,3216.9,3367.8,4.69,True,Working,3.7,10.9,20.0,40.0,24.0,24.0,24.0,24.0,0.0,8.0,15.0,15.0,46.24,53.4,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,70.99,67.37,5.06,22.46
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,KAYNES,Technology,Electronic Components,IT_TECH,Avoid / Risky,Bearish,High,3216.9,3367.8,4.69,False,False Warning,3.7,10.9,20.0,40.0,24.0,24.0,24.0,24.0,0.0,8.0,15.0,15.0,46.24,53.4,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,70.99,67.37,5.06,22.46
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,RVNL,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,52W Low Opportunity,Bullish,Normal,240.13,225.27,-6.19,False,Failing,0.0,0.0,16.0,16.0,4.0,4.0,7.0,7.0,0.0,0.0,15.0,15.0,41.79,34.82,E Avoid,E Avoid,Wide / Volatile Range,Accumulation Zone,50.0,67.4,0.0,0.0
20.07.2026 at 01:08 PM IST,2026-06-23,27,30D,RVNL,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,240.13,225.27,-6.19,True,Correct Warning,0.0,0.0,16.0,16.0,4.0,4.0,7.0,7.0,0.0,0.0,15.0,15.0,41.79,34.82,E Avoid,E Avoid,Wide / Volatile Range,Accumulation Zone,50.0,67.4,0.0,0.0
20.07.2026 at 01:08 PM IST,2026-06-22,28,30D,MTARTECH,Industrials,Specialty Industrial Machinery,CAPITAL_GOODS_INFRA,Near 52W High Momentum,Bullish,Normal,8294.5,5744.0,-30.75,False,Failing,63.01,14.95,60.0,23.0,63.0,0.0,78.0,0.0,58.0,30.0,0.0,0.0,61.44,31.59,B Watchlist,E Avoid,Wide / Volatile Range,Wide / Volatile Range,49.95,41.91,100.0,51.94
20.07.2026 at 01:08 PM IST,2026-06-22,28,30D,MTARTECH,Industrials,Specialty Industrial Machinery,CAPITAL_GOODS_INFRA,Strong Fundamentals,Bullish,Normal,8294.5,5744.0,-30.75,False,Failing,63.01,14.95,60.0,23.0,63.0,0.0,78.0,0.0,58.0,30.0,0.0,0.0,61.44,31.59,B Watchlist,E Avoid,Wide / Volatile Range,Wide / Volatile Range,49.95,41.91,100.0,51.94
20.07.2026 at 01:08 PM IST,2026-06-22,28,30D,MTARTECH,Industrials,Specialty Industrial Machinery,CAPITAL_GOODS_INFRA,Low Risk Quality,Bullish,Normal,8294.5,5744.0,-30.75,False,Failing,63.01,14.95,60.0,23.0,63.0,0.0,78.0,0.0,58.0,30.0,0.0,0.0,61.44,31.59,B Watchlist,E Avoid,Wide / Volatile Range,Wide / Volatile Range,49.95,41.91,100.0,51.94
20.07.2026 at 01:08 PM IST,2026-06-22,28,30D,DATAPATTNS,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Near 52W High Momentum,Bullish,Normal,4866.2,4022.2,-17.34,False,Failing,57.96,33.91,65.0,23.0,49.0,49.0,55.0,55.0,65.0,20.0,0.0,0.0,67.15,36.31,B Watchlist,E Avoid,Wide / Volatile Range,Wide / Volatile Range,47.38,43.87,100.0,71.35
20.07.2026 at 01:08 PM IST,2026-06-22,28,30D,DATAPATTNS,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Relative Strength Leader,Bullish,Normal,4866.2,4022.2,-17.34,False,Failing,57.96,33.91,65.0,23.0,49.0,49.0,55.0,55.0,65.0,20.0,0.0,0.0,67.15,36.31,B Watchlist,E Avoid,Wide / Volatile Range,Wide / Volatile Range,47.38,43.87,100.0,71.35
20.07.2026 at 01:08 PM IST,2026-06-22,28,30D,DATAPATTNS,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Low Risk Quality,Bullish,Normal,4866.2,4022.2,-17.34,False,Failing,57.96,33.91,65.0,23.0,49.0,49.0,55.0,55.0,65.0,20.0,0.0,0.0,67.15,36.31,B Watchlist,E Avoid,Wide / Volatile Range,Wide / Volatile Range,47.38,43.87,100.0,71.35
20.07.2026 at 01:08 PM IST,2026-06-22,28,30D,BEL,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Near 52W High Momentum,Bullish,Normal,431.5,407.05,-5.67,False,Failing,57.01,15.96,70.0,13.0,62.0,62.0,68.0,68.0,38.0,0.0,0.0,15.0,61.27,44.18,B Watchlist,E Avoid,Neutral Range,Accumulation Zone,72.96,88.35,56.7,0.0
20.07.2026 at 01:08 PM IST,2026-06-22,28,30D,BEL,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Strong Fundamentals,Bullish,Normal,431.5,407.05,-5.67,False,Failing,57.01,15.96,70.0,13.0,62.0,62.0,68.0,68.0,38.0,0.0,0.0,15.0,61.27,44.18,B Watchlist,E Avoid,Neutral Range,Accumulation Zone,72.96,88.35,56.7,0.0
20.07.2026 at 01:08 PM IST,2026-06-22,28,30D,BEL,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Low Risk Quality,Bullish,Normal,431.5,407.05,-5.67,False,Failing,57.01,15.96,70.0,13.0,62.0,62.0,68.0,68.0,38.0,0.0,0.0,15.0,61.27,44.18,B Watchlist,E Avoid,Neutral Range,Accumulation Zone,72.96,88.35,56.7,0.0
20.07.2026 at 01:08 PM IST,2026-06-22,28,30D,HAL,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Near 52W High Momentum,Bullish,Normal,4515.2,4476.8,-0.85,False,Neutral,55.81,43.86,75.0,60.0,55.0,51.0,61.0,57.0,38.0,20.0,0.0,0.0,62.2,55.98,B Watchlist,D Weak,Profit Booking Zone,Profit Booking Zone,63.67,65.03,97.77,93.29
20.07.2026 at 01:08 PM IST,2026-06-22,28,30D,HAL,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Strong Fundamentals,Bullish,Normal,4515.2,4476.8,-0.85,False,Neutral,55.81,43.86,75.0,60.0,55.0,51.0,61.0,57.0,38.0,20.0,0.0,0.0,62.2,55.98,B Watchlist,D Weak,Profit Booking Zone,Profit Booking Zone,63.67,65.03,97.77,93.29
20.07.2026 at 01:08 PM IST,2026-06-22,28,30D,HAL,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Low Risk Quality,Bullish,Normal,4515.2,4476.8,-0.85,False,Neutral,55.81,43.86,75.0,60.0,55.0,51.0,61.0,57.0,38.0,20.0,0.0,0.0,62.2,55.98,B Watchlist,D Weak,Profit Booking Zone,Profit Booking Zone,63.67,65.03,97.77,93.29
20.07.2026 at 01:08 PM IST,2026-06-22,28,30D,HAL,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Range Profit Booking Zone,Bearish,Normal,4515.2,4476.8,-0.85,True,Neutral,55.81,43.86,75.0,60.0,55.0,51.0,61.0,57.0,38.0,20.0,0.0,0.0,62.2,55.98,B Watchlist,D Weak,Profit Booking Zone,Profit Booking Zone,63.67,65.03,97.77,93.29
20.07.2026 at 01:08 PM IST,2026-06-22,28,30D,ZENTEC,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Near 52W High Momentum,Bullish,Normal,1962.1,1737.1,-11.47,False,Failing,54.61,34.31,60.0,23.0,47.0,47.0,49.0,49.0,65.0,30.0,0.0,0.0,69.55,43.83,C Neutral,E Avoid,Profit Booking Zone,Profit Booking Zone,52.8,51.73,100.0,83.04
20.07.2026 at 01:08 PM IST,2026-06-22,28,30D,ZENTEC,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Relative Strength Leader,Bullish,Normal,1962.1,1737.1,-11.47,False,Failing,54.61,34.31,60.0,23.0,47.0,47.0,49.0,49.0,65.0,30.0,0.0,0.0,69.55,43.83,C Neutral,E Avoid,Profit Booking Zone,Profit Booking Zone,52.8,51.73,100.0,83.04
20.07.2026 at 01:08 PM IST,2026-06-22,28,30D,ZENTEC,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Range Profit Booking Zone,Bearish,Normal,1962.1,1737.1,-11.47,True,Correct Warning,54.61,34.31,60.0,23.0,47.0,47.0,49.0,49.0,65.0,30.0,0.0,0.0,69.55,43.83,C Neutral,E Avoid,Profit Booking Zone,Profit Booking Zone,52.8,51.73,100.0,83.04
20.07.2026 at 01:08 PM IST,2026-06-22,28,30D,GRSE,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Range Profit Booking Zone,Bearish,Normal,2860.6,2561.9,-10.44,True,Correct Warning,52.86,11.96,70.0,8.0,37.0,41.0,49.0,53.0,48.0,10.0,0.0,15.0,61.51,37.63,C Neutral,E Avoid,Profit Booking Zone,Neutral Range,56.76,60.63,100.0,46.1
20.07.2026 at 01:08 PM IST,2026-06-22,28,30D,CYIENTDLM,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Near 52W High Momentum,Bullish,Normal,482.8,593.35,22.9,True,Working,49.91,43.66,75.0,52.0,26.0,24.0,32.0,30.0,55.0,65.0,0.0,0.0,68.42,74.22,C Neutral,D Weak,Wide / Volatile Range,Wide / Volatile Range,50.0,44.94,100.0,100.0
20.07.2026 at 01:08 PM IST,2026-06-22,28,30D,LT,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Near 52W High Momentum,Bullish,Normal,4201.3,3826.2,-8.93,False,Failing,46.86,0.0,60.0,18.0,33.0,0.0,39.0,0.0,48.0,10.0,0.0,15.0,65.37,35.94,C Neutral,E Avoid,Profit Booking Zone,Lower Range Watch,60.22,67.42,100.0,32.23
20.07.2026 at 01:08 PM IST,2026-06-22,28,30D,LT,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Range Profit Booking Zone,Bearish,Normal,4201.3,3826.2,-8.93,True,Correct Warning,46.86,0.0,60.0,18.0,33.0,0.0,39.0,0.0,48.0,10.0,0.0,15.0,65.37,35.94,C Neutral,E Avoid,Profit Booking Zone,Lower Range Watch,60.22,67.42,100.0,32.23
20.07.2026 at 01:08 PM IST,2026-06-22,28,30D,ICICIBANK,Financial Services,Banks - Regional,BANK,52W Low Opportunity,Bullish,Normal,1352.4,1451.2,7.31,True,Working,44.83,46.11,70.0,62.0,38.0,38.0,49.0,49.0,18.0,38.0,0.0,0.0,67.61,72.05,D Weak,C Neutral,Neutral Range,Profit Booking Zone,66.04,62.35,66.44,100.0
20.07.2026 at 01:08 PM IST,2026-06-22,28,30D,ICICIBANK,Financial Services,Banks - Regional,BANK,Near 52W High Momentum,Bullish,Normal,1352.4,1451.2,7.31,True,Working,44.83,46.11,70.0,62.0,38.0,38.0,49.0,49.0,18.0,38.0,0.0,0.0,67.61,72.05,D Weak,C Neutral,Neutral Range,Profit Booking Zone,66.04,62.35,66.44,100.0
20.07.2026 at 01:08 PM IST,2026-06-22,28,30D,BDL,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,1406.7,1251.2,-11.05,True,Correct Warning,41.41,1.61,65.0,13.0,25.0,25.0,27.0,27.0,38.0,0.0,0.0,15.0,69.05,37.56,D Weak,E Avoid,Neutral Range,Accumulation Zone,59.84,74.83,65.47,24.24
20.07.2026 at 01:08 PM IST,2026-06-22,28,30D,AXISBANK,Financial Services,Banks - Regional,BANK,Near 52W High Momentum,Bullish,Normal,1358.6,1251.6,-7.88,False,Failing,40.53,0.0,65.0,28.0,21.0,17.0,26.0,22.0,38.0,0.0,0.0,20.0,64.73,33.58,D Weak,E Avoid,Profit Booking Zone,Accumulation Zone,61.03,73.31,92.9,12.97
20.07.2026 at 01:08 PM IST,2026-06-22,28,30D,AXISBANK,Financial Services,Banks - Regional,BANK,Range Profit Booking Zone,Bearish,Normal,1358.6,1251.6,-7.88,True,Correct Warning,40.53,0.0,65.0,28.0,21.0,17.0,26.0,22.0,38.0,0.0,0.0,20.0,64.73,33.58,D Weak,E Avoid,Profit Booking Zone,Accumulation Zone,61.03,73.31,92.9,12.97
20.07.2026 at 01:08 PM IST,2026-06-22,28,30D,AXISBANK,Financial Services,Banks - Regional,BANK,Avoid / Risky,Bearish,High,1358.6,1251.6,-7.88,True,Correct Warning,40.53,0.0,65.0,28.0,21.0,17.0,26.0,22.0,38.0,0.0,0.0,20.0,64.73,33.58,D Weak,E Avoid,Profit Booking Zone,Accumulation Zone,61.03,73.31,92.9,12.97
