symbol,company_name,series,isin,sector,industry
20MICRONS,20 Microns Limited,EQ,INE144J01027,Unknown,Unknown
21STCENMGM,21st Century Management Services Limited,EQ,INE253B01015,Unknown,Unknown
360ONE,360 ONE WAM LIMITED,EQ,INE466L01038,Financial Services,Asset Management
3BBLACKBIO,3B Blackbio Dx Limited,EQ,INE994E01018,Unknown,Unknown
3IINFOLTD,3i Infotech Limited,EQ,INE748C01038,Unknown,Unknown
3MINDIA,3M India Limited,EQ,INE470A01017,Unknown,Unknown
3PLAND,3P Land Holdings Limited,EQ,INE105C01023,Unknown,Unknown
5PAISA,5Paisa Capital Limited,EQ,INE618L01018,Unknown,Unknown
63MOONS,63 moons technologies limited,EQ,INE111B01023,Unknown,Unknown
AAATECH,AAA Technologies Limited,EQ,INE0D0U01013,Unknown,Unknown
AADHARHFC,Aadhar Housing Finance Limited,EQ,INE883F01010,Unknown,Unknown
AARNAV,Aarnav Fashions Limited,EQ,INE750R01016,Unknown,Unknown
AARON,Aaron Industries Limited,EQ,INE721Z01010,Unknown,Unknown
AARTECH,Aartech Solonics Limited,EQ,INE01C001026,Unknown,Unknown
AARTIDRUGS,Aarti Drugs Limited,EQ,INE767A01016,Unknown,Unknown
AARTIIND,Aarti Industries Limited,EQ,INE769A01020,Basic Materials,Specialty Chemicals
AARTIPHARM,Aarti Pharmalabs Limited,EQ,INE0LRU01027,Unknown,Unknown
AARTISURF,Aarti Surfactants Limited,EQ,INE09EO01013,Unknown,Unknown
AARVI,Aarvi Encon Limited,EQ,INE754X01016,Industrials,Staffing & Employment Services
AAVAS,Aavas Financiers Limited,EQ,INE216P01012,Unknown,Unknown
ABB,ABB India Limited,EQ,INE117A01022,Unknown,Unknown
ABBOTINDIA,Abbott India Limited,EQ,INE358A01014,Healthcare,Drug Manufacturers - Specialty & Generic
ABCAPITAL,Aditya Birla Capital Limited,EQ,INE674K01013,Financial Services,Financial Conglomerates
ABCOTS,A B Cotspin India Limited,EQ,INE08PH01015,Unknown,Unknown
ABDL,Allied Blenders and Distillers Limited,EQ,INE552Z01027,Consumer Defensive,Beverages - Wineries & Distilleries
ABFRL,Aditya Birla Fashion and Retail Limited,EQ,INE647O01011,Unknown,Unknown
ABINFRA,A B Infrabuild Limited,EQ,INE00YB01025,Unknown,Unknown
ABLBL,Aditya Birla Lifestyle Brands Limited,EQ,INE14LE01019,Unknown,Unknown
ABMKNO,ABM Knowledgeware Limited,EQ,INE850B01026,Unknown,Unknown
ABREL,Aditya Birla Real Estate Limited,EQ,INE055A01016,Unknown,Unknown
ABSLAMC,Aditya Birla Sun Life AMC Limited,EQ,INE404A01024,Financial Services,Asset Management
ACC,ACC Limited,EQ,INE012A01025,Unknown,Unknown
ACCELYA,Accelya Solutions India Limited,EQ,INE793A01012,Technology,Information Technology Services
ACE,Action Construction Equipment Limited,EQ,INE731H01025,Unknown,Unknown
ACEINTEG,Ace Integrated Solutions Limited,EQ,INE543V01017,Unknown,Unknown
ACI,Archean Chemical Industries Limited,EQ,INE128X01021,Unknown,Unknown
ACL,Andhra Cements Limited,EQ,INE666E01020,Unknown,Unknown
ACMESOLAR,Acme Solar Holdings Limited,EQ,INE622W01025,Utilities,Utilities - Renewable
ACSTECH,ACS Technologies Limited,EQ,INE366C01021,Unknown,Unknown
ACUTAAS,Acutaas Chemicals Limited,EQ,INE00FF01025,Basic Materials,Specialty Chemicals
ADANIENSOL,Adani Energy Solutions Limited,EQ,INE931S01010,Utilities,Utilities - Independent Power Producers
ADANIENT,Adani Enterprises Limited,EQ,INE423A01024,Energy,Thermal Coal
ADANIGREEN,Adani Green Energy Limited,EQ,INE364U01010,Utilities,Utilities - Renewable
ADANIPORTS,Adani Ports and Special Economic Zone Limited,EQ,INE742F01042,Industrials,Marine Shipping
ADANIPOWER,Adani Power Limited,EQ,INE814H01029,Utilities,Utilities - Independent Power Producers
ADFFOODS,ADF Foods Limited,EQ,INE982B01027,Consumer Defensive,Packaged Foods
ADL,Archidply Decor Limited,EQ,INE0CHO01012,Unknown,Unknown
ADOR,Ador Welding Limited,EQ,INE045A01017,Industrials,Specialty Industrial Machinery
ADROITINFO,Adroit Infotech Limited,EQ,INE737B01033,Unknown,Unknown
ADSL,Allied Digital Services Limited,EQ,INE102I01027,Unknown,Unknown
ADVAIT,Advait Energy Transitions Limited,EQ,INE0ALI01010,Industrials,Specialty Industrial Machinery
ADVANCE,Advance Agrolife Limited,EQ,INE1B0W01010,Unknown,Unknown
ADVANIHOTR,Advani Hotels & Resorts (India) Limited,EQ,INE199C01026,Unknown,Unknown
ADVENTHTL,Advent Hotels International Limited,EQ,INE28GN01010,Unknown,Unknown
ADVENZYMES,Advanced Enzyme Technologies Limited,EQ,INE837H01020,Basic Materials,Specialty Chemicals
AEGISLOG,Aegis Logistics Limited,EQ,INE208C01025,Unknown,Unknown
AEGISVOPAK,Aegis Vopak Terminals Limited,EQ,INE0INX01018,Unknown,Unknown
AEQUS,Aequs Limited,EQ,INE947N01017,Industrials,Aerospace & Defense
AEROENTER,Aeroflex Enterprises Limited,EQ,INE065D01027,Basic Materials,Steel
AEROFLEX,Aeroflex Industries Limited,EQ,INE024001021,Industrials,Metal Fabrication
AERONEU,Aeroflex Neu Limited,EQ,INE035801013,Consumer Cyclical,Packaging & Containers
AETHER,Aether Industries Limited,EQ,INE0BWX01014,Basic Materials,Specialty Chemicals
AFCONS,Afcons Infrastructure Limited,EQ,INE101I01011,Unknown,Unknown
AFFLE,Affle 3i Limited,EQ,INE00WC01027,Unknown,Unknown
AFSL,Abans Financial Services Limited,EQ,INE00ZE01026,Unknown,Unknown
AGARIND,Agarwal Industrial Corporation Limited,EQ,INE204E01012,Unknown,Unknown
AGARWALEYE,Dr. Agarwal's Health Care Limited,EQ,INE943P01029,Unknown,Unknown
AGI,AGI Greenpac Limited,EQ,INE415A01038,Unknown,Unknown
AGIIL,Agi Infra Limited,EQ,INE976R01033,Real Estate,Real Estate - Development
AGRITECH,Agri-Tech (India) Limited,EQ,INE449G01018,Unknown,Unknown
AGROPHOS,Agro Phos India Limited,EQ,INE740V01019,Unknown,Unknown
AHCL,Anlon Healthcare Limited,EQ,INE0Y8W01025,Healthcare,Drug Manufacturers - Specialty & Generic
AHLADA,Ahlada Engineers Limited,EQ,INE00PV01013,Unknown,Unknown
AHLEAST,Asian Hotels (East) Limited,EQ,INE926K01017,Consumer Cyclical,Lodging
AHLUCONT,Ahluwalia Contracts (India) Limited,EQ,INE758C01029,Unknown,Unknown
AIAENG,AIA Engineering Limited,EQ,INE212H01026,Industrials,Specialty Industrial Machinery
AIIL,Authum Investment & Infrastructure Limited,EQ,INE206F01022,Unknown,Unknown
AIRAN,Airan Limited,EQ,INE645W01026,Unknown,Unknown
AIROLAM,Airo Lam limited,EQ,INE801L01010,Unknown,Unknown
AJANTPHARM,Ajanta Pharma Limited,EQ,INE031B01049,Healthcare,Drug Manufacturers - Specialty & Generic
AJAXENGG,Ajax Engineering Limited,EQ,INE274Y01021,Unknown,Unknown
AJMERA,Ajmera Realty & Infra India Limited,EQ,INE298G01035,Unknown,Unknown
AJOONI,Ajooni Biotech Limited,EQ,INE820Y01021,Unknown,Unknown
AKASH,Akash Infra-Projects Limited,EQ,INE737W01013,Industrials,Engineering & Construction
AKCAPIT,AK Capital Services Limited,EQ,INE701G01012,Unknown,Unknown
AKG,Akg Exim Limited,EQ,INE00Y801016,Unknown,Unknown
AKI,AKI India Limited,EQ,INE642Z01026,Unknown,Unknown
AKSHAR,Akshar Spintex Limited,EQ,INE256Z01025,Unknown,Unknown
AKSHARCHEM,AksharChem India Limited,EQ,INE542B01011,Unknown,Unknown
AKUMS,Akums Drugs and Pharmaceuticals Limited,EQ,INE09XN01023,Healthcare,Drug Manufacturers - Specialty & Generic
ALANKIT,Alankit Limited,EQ,INE914E01040,Unknown,Unknown
ALBERTDAVD,Albert David Limited,EQ,INE155C01010,Unknown,Unknown
ALEMBICLTD,Alembic Limited,EQ,INE426A01027,Unknown,Unknown
ALGOQUANT,Algoquant Fintech Limited,EQ,INE598D01035,Financial Services,Capital Markets
ALICON,Alicon Castalloy Limited,EQ,INE062D01024,Unknown,Unknown
ALIVUS,Alivus Life Sciences Limited,EQ,INE03Q201024,Healthcare,Drug Manufacturers - Specialty & Generic
ALKALI,Alkali Metals Limited,EQ,INE773I01017,Unknown,Unknown
ALKEM,Alkem Laboratories Limited,EQ,INE540L01014,Healthcare,Drug Manufacturers - Specialty & Generic
ALKYLAMINE,Alkyl Amines Chemicals Limited,EQ,INE150B01039,Basic Materials,Specialty Chemicals
ALLCARGO,Allcargo Logistics Limited,EQ,INE418H01029,Unknown,Unknown
ALLDIGI,Alldigi Tech Limited,EQ,INE835G01018,Unknown,Unknown
ALLTIME,All Time Plastics Limited,EQ,INE0GV601021,Consumer Defensive,Household & Personal Products
ALMONDZ,Almondz Global Securities Limited,EQ,INE326B01035,Unknown,Unknown
ALOKINDS,Alok Industries Limited,EQ,INE270A01029,Unknown,Unknown
ALPA,Alpa Laboratories Limited,EQ,INE385I01010,Unknown,Unknown
ALPHAGEO,Alphageo (India) Limited,EQ,INE137C01018,Unknown,Unknown
AMAGI,Amagi Media Labs Limited,EQ,INE121R01077,Technology,Software - Application
AMANTA,Amanta Healthcare Limited,EQ,INE084K01015,Healthcare,Drug Manufacturers - Specialty & Generic
AMBALALSA,Ambalal Sarabhai Enterprises Limited,EQ,INE432A01017,Unknown,Unknown
AMBER,Amber Enterprises India Limited,EQ,INE371P01015,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,EQ,INE792B01012,Unknown,Unknown
AMBIKCO,Ambika Cotton Mills Limited,EQ,INE540G01014,Consumer Cyclical,Textile Manufacturing
AMBUJACEM,Ambuja Cements Limited,EQ,INE079A01024,Unknown,Unknown
AMDIND,AMD Industries Limited,EQ,INE005I01014,Unknown,Unknown
AMIRCHAND,Amir Chand Jagdish Kumar (Exports) Limited,EQ,INE05TO01019,Unknown,Unknown
AMJLAND,Amj Land Holdings Limited,EQ,INE606A01024,Unknown,Unknown
AMNPLST,Amines & Plasticizers Limited,EQ,INE275D01022,Basic Materials,Chemicals
AMRUTANJAN,Amrutanjan Health Care Limited,EQ,INE098F01031,Healthcare,Drug Manufacturers - Specialty & Generic
ANANDRATHI,Anand Rathi Wealth Limited,EQ,INE463V01026,Financial Services,Asset Management
ANANTRAJ,Anant Raj Limited,EQ,INE242C01024,Unknown,Unknown
ANDHRAPAP,ANDHRA PAPER LIMITED,EQ,INE435A01051,Basic Materials,Paper & Paper Products
ANDHRSUGAR,The Andhra Sugars Limited,EQ,INE715B01021,Basic Materials,Chemicals
ANGELONE,Angel One Limited,EQ,INE732I01021,Financial Services,Capital Markets
ANMOL,Anmol India Limited,EQ,INE02AR01019,Unknown,Unknown
ANTELOPUS,Antelopus Selan Energy Limited,EQ,INE818A01017,Energy,Oil & Gas E&P
ANTGRAPHIC,Antarctica Limited,EQ,INE414B01021,Unknown,Unknown
ANTHEM,Anthem Biosciences Limited,EQ,INE0CZ201020,Healthcare,Biotechnology
ANUHPHR,Anuh Pharma Limited,EQ,INE489G01022,Unknown,Unknown
ANUP,The Anup Engineering Limited,EQ,INE294Z01018,Unknown,Unknown
ANURAS,Anupam Rasayan India Limited,EQ,INE930P01018,Basic Materials,Specialty Chemicals
APARINDS,Apar Industries Limited,EQ,INE372A01015,Industrials,Electrical Equipment & Parts
APCL,Anjani Portland Cement Limited,EQ,INE071F01012,Unknown,Unknown
APCOTEXIND,Apcotex Industries Limited,EQ,INE116A01032,Basic Materials,Specialty Chemicals
APEX,Apex Frozen Foods Limited,EQ,INE346W01013,Consumer Defensive,Farm Products
APLAPOLLO,APL Apollo Tubes Limited,EQ,INE702C01027,Basic Materials,Steel
APLLTD,Alembic Pharmaceuticals Limited,EQ,INE901L01018,Unknown,Unknown
APOLLO,Apollo Micro Systems Limited,EQ,INE713T01028,Industrials,Aerospace & Defense
APOLLOHOSP,Apollo Hospitals Enterprise Limited,EQ,INE437A01024,Healthcare,Medical Care Facilities
APOLLOPIPE,Apollo Pipes Limited,EQ,INE126J01016,Industrials,Building Products & Equipment
APOLLOTYRE,Apollo Tyres Limited,EQ,INE438A01022,Consumer Cyclical,Auto Parts
APOLSINHOT,Apollo Sindoori Hotels Limited,EQ,INE451F01024,Unknown,Unknown
APTECHT,Aptech Limited,EQ,INE266F01018,Unknown,Unknown
APTUS,Aptus Value Housing Finance India Limited,EQ,INE852O01025,Unknown,Unknown
AQYLON,Aqylon Nexus Limited,EQ,INE416A01051,Unknown,Unknown
ARCHIDPLY,Archidply Industries Limited,EQ,INE877I01016,Unknown,Unknown
ARCHIES,Archies Limited,EQ,INE731A01020,Unknown,Unknown
ARE&M,Amara Raja Energy & Mobility Limited,EQ,INE885A01032,Unknown,Unknown
ARENTERP,Rajdarshan Industries Limited,EQ,INE610C01014,Unknown,Unknown
ARFIN,Arfin India Limited,EQ,INE784R01023,Basic Materials,Aluminum
ARIES,Aries Agro Limited,EQ,INE298I01015,Unknown,Unknown
ARIHANT,Arihant Foundations & Housing Limited,EQ,INE413D01011,Unknown,Unknown
ARIHANTCAP,Arihant Capital Markets Limited,EQ,INE420B01036,Unknown,Unknown
ARIHANTSUP,Arihant Superstructures Limited,EQ,INE643K01018,Unknown,Unknown
ARIS,Arisinfra Solutions Limited,EQ,INE0H9P01028,Industrials,Engineering & Construction
ARKADE,Arkade Developers Limited,EQ,INE0QRL01017,Unknown,Unknown
ARMANFIN,Arman Financial Services Limited,EQ,INE109C01017,Financial Services,Credit Services
AROGRANITE,Aro Granite Industries Limited,EQ,INE210C01013,Unknown,Unknown
ARROWGREEN,Arrow Greentech Limited,EQ,INE570D01018,Consumer Cyclical,Packaging & Containers
ARSSBL,Anand Rathi Share and Stock Brokers Limited,EQ,INE549H01021,Unknown,Unknown
ARTEMISMED,Artemis Medicare Services Limited,EQ,INE025R01021,Unknown,Unknown
ARVEE,Arvee Laboratories (India) Limited,EQ,INE006Z01016,Unknown,Unknown
ARVIND,Arvind Limited,EQ,INE034A01011,Consumer Cyclical,Textile Manufacturing
ARVINDFASN,Arvind Fashions Limited,EQ,INE955V01021,Unknown,Unknown
ARVSMART,Arvind SmartSpaces Limited,EQ,INE034S01021,Unknown,Unknown
ASAHIINDIA,Asahi India Glass Limited,EQ,INE439A01020,Unknown,Unknown
ASAHISONG,Asahi Songwon Colors Limited,EQ,INE228I01012,Unknown,Unknown
ASAL,Automotive Stampings and Assemblies Limited,EQ,INE900C01027,Unknown,Unknown
ASALCBR,Associated Alcohols & Breweries Ltd.,EQ,INE073G01016,Unknown,Unknown
ASHAPURMIN,Ashapura Minechem Limited,EQ,INE348A01023,Basic Materials,Other Industrial Metals & Mining
ASHIANA,Ashiana Housing Limited,EQ,INE365D01021,Real Estate,Real Estate - Development
ASHIKA,Ashika Credit Capital Limited,EQ,INE094B01013,Unknown,Unknown
ASHIMASYN,Ashima Limited,EQ,INE440A01010,Unknown,Unknown
ASHOKA,Ashoka Buildcon Limited,EQ,INE442H01029,Unknown,Unknown
ASHOKAMET,Ashoka Metcast Limited,EQ,INE760Y01011,Unknown,Unknown
ASHOKLEY,Ashok Leyland Limited,EQ,INE208A01029,Unknown,Unknown
ASIANENE,Asian Energy Services Limited,EQ,INE276G01015,Energy,Oil & Gas Equipment & Services
ASIANHOTNR,Asian Hotels (North) Limited,EQ,INE363A01022,Unknown,Unknown
ASIANPAINT,Asian Paints Limited,EQ,INE021A01026,Basic Materials,Specialty Chemicals
ASIANTILES,Asian Granito India Limited,EQ,INE022I01019,Unknown,Unknown
ASKAUTOLTD,ASK Automotive Limited,EQ,INE491J01022,Unknown,Unknown
ASMS,Bartronics India Limited,EQ,INE855F01042,Unknown,Unknown
ASPINWALL,Aspinwall and Company Limited,EQ,INE991I01015,Unknown,Unknown
ASTAR,Asian Star Company Limited,EQ,INE194D01017,Unknown,Unknown
ASTEC,Astec LifeSciences Limited,EQ,INE563J01010,Unknown,Unknown
ASTERDM,Aster DM Healthcare Limited,EQ,INE914M01019,Healthcare,Medical Care Facilities
ASTRAL,Astral Limited,EQ,INE006I01046,Industrials,Building Products & Equipment
ASTRAMICRO,Astra Microwave Products Limited,EQ,INE386C01029,Technology,Communication Equipment
ASTRAZEN,AstraZeneca Pharma India Limited,EQ,INE203A01020,Healthcare,Drug Manufacturers - Specialty & Generic
ATALREAL,Atal Realtech Limited,EQ,INE0ALR01029,Industrials,Engineering & Construction
ATAM,Atam Valves Limited,EQ,INE09KD01013,Unknown,Unknown
ATGL,Adani Total Gas Limited,EQ,INE399L01023,Utilities,Utilities - Regulated Gas
ATHERENERG,Ather Energy Limited,EQ,INE0LEZ01016,Consumer Cyclical,Auto Manufacturers
ATL,Allcargo Terminals Limited,EQ,INE0NN701020,Unknown,Unknown
ATLANTAA,ATLANTAA LIMITED,EQ,INE285H01022,Industrials,Infrastructure Operations
ATLANTAELE,Atlanta Electricals Limited,EQ,INE0Z4F01028,Industrials,Electrical Equipment & Parts
ATLASCYCLE,Atlas Cycles (Haryana) Limited,EQ,INE446A01025,Unknown,Unknown
ATUL,Atul Limited,EQ,INE100A01010,Basic Materials,Specialty Chemicals
ATULAUTO,Atul Auto Limited,EQ,INE951D01028,Consumer Cyclical,Auto Manufacturers
AUBANK,AU Small Finance Bank Limited,EQ,INE949L01017,Financial Services,Banks - Regional
AURIGROW,Auri Grow India Limited,EQ,INE925Y01036,Industrials,Electrical Equipment & Parts
AURIONPRO,Aurionpro Solutions Limited,EQ,INE132H01018,Technology,Software - Application
AUROPHARMA,Aurobindo Pharma Limited,EQ,INE406A01037,Healthcare,Drug Manufacturers - Specialty & Generic
AURUM,Aurum PropTech Limited,EQ,INE898S01029,Real Estate,Real Estate Services
AUSOMENT,Ausom Enterprise Limited,EQ,INE218C01016,Financial Services,Capital Markets
AUTOAXLES,Automotive Axles Limited,EQ,INE449A01011,Unknown,Unknown
AUTOIND,Autoline Industries Limited,EQ,INE718H01014,Consumer Cyclical,Auto Parts
AVAILFC,Available Finance Limited,EQ,INE325G01010,Unknown,Unknown
AVALON,Avalon Technologies Limited,EQ,INE0LCL01028,Technology,Electronic Components
AVANTEL,Avantel Limited,EQ,INE005B01027,Unknown,Unknown
AVANTIFEED,Avanti Feeds Limited,EQ,INE871C01038,Consumer Defensive,Packaged Foods
AVG,AVG Logistics Limited,EQ,INE680Z01018,Unknown,Unknown
AVL,Aditya Vision Limited,EQ,INE679V01027,Consumer Cyclical,Specialty Retail
AVONMORE,Avonmore Capital & Management Services Limited,EQ,INE323B01024,Unknown,Unknown
AVROIND,AVRO INDIA LIMITED,EQ,INE652Z01025,Unknown,Unknown
AVTNPL,AVT Natural Products Limited,EQ,INE488D01021,Unknown,Unknown
AWFIS,Awfis Space Solutions Limited,EQ,INE108V01019,Unknown,Unknown
AWHCL,Antony Waste Handling Cell Limited,EQ,INE01BK01022,Unknown,Unknown
AWL,AWL Agri Business Limited,EQ,INE699H01024,Unknown,Unknown
AXISBANK,Axis Bank Limited,EQ,INE238A01034,Financial Services,Banks - Regional
AXISCADES,AXISCADES Technologies Limited,EQ,INE555B01013,Industrials,Engineering & Construction
AXITA,Axita Cotton Limited,EQ,INE02EZ01022,Unknown,Unknown
AYE,Aye Finance Limited,EQ,INE501X01029,Unknown,Unknown
AYMSYNTEX,AYM Syntex Limited,EQ,INE193B01039,Consumer Cyclical,Textile Manufacturing
AZAD,Azad Engineering Limited,EQ,INE02IJ01035,Industrials,Specialty Industrial Machinery
BAGFILMS,B.A.G Films and Media Limited,EQ,INE116D01028,Unknown,Unknown
BAIDFIN,Baid Finserv Limited,EQ,INE020D01022,Financial Services,Credit Services
BAJAJ-AUTO,Bajaj Auto Limited,EQ,INE917I01010,Consumer Cyclical,Auto Manufacturers
BAJAJCON,Bajaj Consumer Care Limited,EQ,INE933K01021,Consumer Defensive,Household & Personal Products
BAJAJELEC,Bajaj Electricals Limited,EQ,INE193E01025,Unknown,Unknown
BAJAJFINSV,Bajaj Finserv Limited,EQ,INE918I01026,Unknown,Unknown
BAJAJHCARE,Bajaj Healthcare Limited,EQ,INE411U01027,Unknown,Unknown
BAJAJHFL,Bajaj Housing Finance Limited,EQ,INE377Y01014,Unknown,Unknown
BAJAJHIND,Bajaj Hindusthan Sugar Limited,EQ,INE306A01021,Unknown,Unknown
BAJAJHLDNG,Bajaj Holdings & Investment Limited,EQ,INE118A01012,Unknown,Unknown
BAJAJINDEF,Indef Manufacturing Limited,EQ,INE0O9T01021,Unknown,Unknown
BAJAJST,Bajaj Steel Industries Limited,EQ,INE704G01024,Unknown,Unknown
BAJEL,Bajel Projects Limited,EQ,INE0KQN01018,Unknown,Unknown
BAJFINANCE,Bajaj Finance Limited,EQ,INE296A01032,Unknown,Unknown
BALAJEE,Shree Tirupati Balajee Agro Trading Company Limited,EQ,INE0S2G01011,Unknown,Unknown
BALAJITELE,Balaji Telefilms Limited,EQ,INE794B01026,Unknown,Unknown
BALAMINES,Balaji Amines Limited,EQ,INE050E01027,Basic Materials,Specialty Chemicals
BALKRISHNA,Balkrishna Paper Mills Limited,EQ,INE875R01011,Unknown,Unknown
BALKRISIND,Balkrishna Industries Limited,EQ,INE787D01026,Unknown,Unknown
BALMLAWRIE,Balmer Lawrie & Company Limited,EQ,INE164A01016,Industrials,Conglomerates
BALPHARMA,Bal Pharma Limited,EQ,INE083D01012,Healthcare,Drug Manufacturers - Specialty & Generic
BALRAMCHIN,Balrampur Chini Mills Limited,EQ,INE119A01028,Consumer Defensive,Confectioners
BALUFORGE,Balu Forge Industries Limited,EQ,INE011E01029,Industrials,Metal Fabrication
BANARBEADS,Banaras Beads Limited,EQ,INE655B01011,Unknown,Unknown
BANARISUG,Bannari Amman Sugars Limited,EQ,INE459A01010,Unknown,Unknown
BANCOINDIA,Banco Products (I) Limited,EQ,INE213C01025,Unknown,Unknown
BANDHANBNK,Bandhan Bank Limited,EQ,INE545U01014,Financial Services,Banks - Regional
BANG,Bang Overseas Limited,EQ,INE863I01016,Unknown,Unknown
BANKBARODA,Bank of Baroda,EQ,INE028A01039,Unknown,Unknown
BANKINDIA,Bank of India,EQ,INE084A01016,Financial Services,Banks - Regional
BANSALWIRE,Bansal Wire Industries Limited,EQ,INE0B9K01025,Unknown,Unknown
BANSWRAS,Banswara Syntex Limited,EQ,INE629D01020,Consumer Cyclical,Textile Manufacturing
BASF,BASF India Limited,EQ,INE373A01013,Unknown,Unknown
BASML,Bannari Amman Spinning Mills Limited,EQ,INE186H01022,Unknown,Unknown
BATAINDIA,Bata India Limited,EQ,INE176A01028,Unknown,Unknown
BATLIBOI,Batliboi Limited,EQ,INE177C01022,Unknown,Unknown
BAYERCROP,Bayer Cropscience Limited,EQ,INE462A01022,Unknown,Unknown
BBL,Bharat Bijlee Limited,EQ,INE464A01036,Unknown,Unknown
BBOX,Black Box Limited,EQ,INE676A01027,Technology,Software - Application
BBTC,The Bombay Burmah Trading Corporation Limited,EQ,INE050A01025,Unknown,Unknown
BBTCL,B&B Triplewall Containers Limited,EQ,INE01EE01011,Consumer Cyclical,Packaging & Containers
BCLIND,Bcl Industries Limited,EQ,INE412G01024,Unknown,Unknown
BCONCEPTS,Brand Concepts Limited,EQ,INE977Y01011,Unknown,Unknown
BCPL,BCPL Railway Infrastructure Limited,EQ,INE00SW01015,Unknown,Unknown
BDL,Bharat Dynamics Limited,EQ,INE171Z01026,Unknown,Unknown
BEARDSELL,Beardsell Limited,EQ,INE520H01022,Unknown,Unknown
BECTORFOOD,Mrs. Bectors Food Specialities Limited,EQ,INE495P01020,Unknown,Unknown
BEEKAY,Beekay Steel Industries Limited,EQ,INE213D01015,Unknown,Unknown
BEL,Bharat Electronics Limited,EQ,INE263A01024,Industrials,Aerospace & Defense
BELLACASA,Bella Casa Fashion & Retail Limited,EQ,INE344T01014,Unknown,Unknown
BELRISE,Belrise Industries Limited,EQ,INE894V01022,Consumer Cyclical,Auto Parts
BEML,BEML Limited,EQ,INE258A01024,Unknown,Unknown
BENGALASM,Bengal & Assam Company Limited,EQ,INE083K01017,Unknown,Unknown
BEPL,Bhansali Engineering Polymers Limited,EQ,INE922A01025,Basic Materials,Chemicals
BERGEPAINT,Berger Paints (I) Limited,EQ,INE463A01038,Basic Materials,Specialty Chemicals
BESTAGRO,Best Agrolife Limited,EQ,INE052T01021,Unknown,Unknown
BETA,Beta Drugs Limited,EQ,INE351Y01019,Unknown,Unknown
BFINVEST,BF Investment Limited,EQ,INE878K01010,Unknown,Unknown
BFUTILITIE,BF Utilities Limited,EQ,INE243D01012,Unknown,Unknown
BHAGCHEM,Bhagiradha Chemicals & Industries Limited,EQ,INE414D01027,Basic Materials,Agricultural Inputs
BHAGERIA,Bhageria Industries Limited,EQ,INE354C01027,Unknown,Unknown
BHARATCOAL,Bharat Coking Coal Limited,EQ,INE05XR01022,Basic Materials,Coking Coal
BHARATFORG,Bharat Forge Limited,EQ,INE465A01025,Consumer Cyclical,Auto Parts
BHARATGEAR,Bharat Gears Limited,EQ,INE561C01019,Consumer Cyclical,Auto Parts
BHARATRAS,Bharat Rasayan Limited,EQ,INE838B01021,Unknown,Unknown
BHARATSE,Bharat Seats Limited,EQ,INE415D01024,Consumer Cyclical,Auto Parts
BHARATWIRE,Bharat Wire Ropes Limited,EQ,INE316L01019,Basic Materials,Steel
BHARTIARTL,Bharti Airtel Limited,EQ,INE397D01024,Communication Services,Telecom Services
BHARTIHEXA,Bharti Hexacom Limited,EQ,INE343G01021,Communication Services,Telecom Services
BHEL,Bharat Heavy Electricals Limited,EQ,INE257A01026,Industrials,Specialty Industrial Machinery
BI,Bilcare Limited,EQ,INE986A01012,Unknown,Unknown
BIGBLOC,Bigbloc Construction Limited,EQ,INE412U01025,Industrials,Building Products & Equipment
BIKAJI,Bikaji Foods International Limited,EQ,INE00E101023,Consumer Defensive,Packaged Foods
BIL,Bhartiya International Limited,EQ,INE828A01016,Unknown,Unknown
BIMETAL,Bimetal Bearings Limited,EQ,INE469A01019,Unknown,Unknown
BIOCON,Biocon Limited,EQ,INE376G01013,Healthcare,Biotechnology
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,EQ,INE829A01014,Unknown,Unknown
BIRLACORPN,Birla Corporation Limited,EQ,INE340A01012,Unknown,Unknown
BIRLAMONEY,Aditya Birla Money Limited,EQ,INE865C01022,Unknown,Unknown
BIRLANU,BirlaNu Limited,EQ,INE557A01011,Unknown,Unknown
BIRLAPREC,Birla Precision Technologies Limited,EQ,INE372E01025,Unknown,Unknown
BLACKBUCK,BLACKBUCK LIMITED,EQ,INE0UIZ01018,Unknown,Unknown
BLACKROSE,Black Rose Inds. Limited,EQ,INE761G01016,Unknown,Unknown
BLAL,BEML Land Assets Limited,EQ,INE0N7W01012,Unknown,Unknown
BLIL,Balmer Lawrie Investments Limited,EQ,INE525F01025,Unknown,Unknown
BLISSGVS,Bliss GVS Pharma Limited,EQ,INE416D01022,Healthcare,Drug Manufacturers - Specialty & Generic
BLKASHYAP,B. L. Kashyap and Sons Limited,EQ,INE350H01032,Unknown,Unknown
BLS,BLS International Services Limited,EQ,INE153T01027,Unknown,Unknown
BLSE,BLS E-Services Limited,EQ,INE0NLT01010,Industrials,Specialty Business Services
BLUECHIP,Blue Chip India Limited,EQ,INE657B01025,Unknown,Unknown
BLUEDART,Blue Dart Express Limited,EQ,INE233B01017,Unknown,Unknown
BLUEJET,Blue Jet Healthcare Limited,EQ,INE0KBH01020,Unknown,Unknown
BLUESTARCO,Blue Star Limited,EQ,INE472A01039,Unknown,Unknown
BLUESTONE,BlueStone Jewellery and Lifestyle Limited,EQ,INE304W01038,Unknown,Unknown
